,drug_name,Disabled macroautophagy count,Disabled macroautophagy count marg,Disabled macroautophagy,Disabled macroautophagy marg,Cmap pAGE Disabled macroautophagy level1,Cmap pAGE Disabled macroautophagy level2,Cmap pAGE Disabled macroautophagy level3,Cmap pAGE Disabled macroautophagy level4,Cmap pAGE Disabled macroautophagy level5,Cmap pAGE Disabled macroautophagy level1 z_score,Cmap pAGE Disabled macroautophagy level2 z_score,Cmap pAGE Disabled macroautophagy level3 z_score,Cmap pAGE Disabled macroautophagy level4 z_score,Cmap pAGE Disabled macroautophagy level5 z_score
3681,(3-chloro-4-propoxy-phenyl)-acetic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3682,retapamulin,0,0,[],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
3683,"2,4-diamino-5-phenyl-6-ethylpyrimidine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3684,rwj-56423,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3685,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}benzenesulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3686,dexniguldipine,0,0,[],[],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
3687,7-ethyl-10-hydroxycamptothecin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3688,cra_10972,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3689,cgs-27023,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3690,clove oil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3691,magnesium cation,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3692,cra_10656,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3693,mepivacaine,0,0,[],[],,0.0,1.0,1.0,0.6,0,0,1.4142135623730951,1.4142135623730951,2.6832815729997477
3694,5-amidino-benzimidazole,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3695,magnesium acetate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3696,5-n-allyl-arginine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3697,chloramphenicol succinate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3698,cannabidivarin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3699,metaraminol,0,0,[],[],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
3700,"4-{[5-(cyclohexyloxy)[1,2,4]triazolo[1,5-a]pyrimidin-7-yl]amino}benzenesulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3701,meloxicam,0,0,[],[],,0.0,1.0,1.0,0.3,0,0,1.4142135623730951,1.4142135623730951,1.3416407864998738
3702,5-cyano-furan-2-carboxylic acid [5-hydroxymethyl-2-(4-methyl-piperidin-1-yl)-phenyl]-amide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3703,ciclopirox,0,0,[],[],,0.0,-1.0,-1.0,0.1,0,0,-1.4142135623730951,-1.4142135623730951,0.447213595499958
3704,methoxamine,0,0,[],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
3705,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}benzoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3706,cirazoline,0,0,[],[],,0.0,1.0,1.0,0.2,0,0,1.4142135623730951,1.4142135623730951,0.894427190999916
3707,cra_17693,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3708,megestrol acetate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3709,metyrosine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3710,magnesium levulinate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3711,cta018,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3712,"hydroxy(oxo)(3-{[(2z)-4-[3-(1h-1,2,4-triazol-1-ylmethyl)phenyl]pyrimidin-2(5h)-ylidene]amino}phenyl)ammonium",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3713,acetyldigitoxin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3714,adalimumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3715,adenosine 5'-[gamma-thio]triphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3716,golimumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3717,glisoxepide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3718,ardeparin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3719,givinostat,0,1,[],[3],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
3720,girentuximab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3721,afelimomab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3722,losartan,0,0,[],[],,0.0,0.0,0.0,0.3,0,0,0.0,0.0,1.3416407864998738
3723,amiodarone,0,0,[],[],,0.0,-1.0,-1.0,-0.3,0,0,-1.4142135623730951,-1.4142135623730951,-1.3416407864998738
3724,cra_1802,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3725,cra_9785,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3726,cra_10991,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3727,methyl (2s)-2-[[2-[(3r)-1-carbamimidoylpiperidin-3-yl]acetyl]amino]-3-[4-(2-phenylethynyl)phenyl]propanoate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3728,manganese,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3729,chromic chloride,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3730,4-{[4-amino-6-(cyclohexylmethoxy)-5-nitrosopyrimidin-2-yl]amino}benzamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3731,cortisone acetate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3732,zinc trihydroxide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3733,cardarine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3734,"9-butyl-8-(2,5-dimethoxy-benzyl)-9h-purin-6-ylamine",0,1,[],[2],,,,,,0,0,0.0,0.0,0.0
3735,sulodexide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3736,"2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1h-1,3-benzodiazole-5-carboximidamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3737,ebselen,0,0,[],[],,0.0,-1.0,-1.0,0.1,0,0,-1.4142135623730951,-1.4142135623730951,0.447213595499958
3738,echinacea,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3739,8-(pyrimidin-2-ylamino)naphthalene-2-carboximidamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3740,bacitracin,0,0,[],[],,0.0,1.0,1.0,0.15,0,0,1.4142135623730951,1.4142135623730951,0.6708203932499369
3741,"3,6-diamino-5-cyano-4-(4-ethoxyphenyl)thieno[2,3-b]pyridine-2-carboxamide",0,1,[],[2],,,,,,0,0,0.0,0.0,0.0
3742,dirithromycin,0,0,[],[],,0.0,1.0,1.0,0.3,0,0,1.4142135623730951,1.4142135623730951,1.3416407864998738
3743,cra_8696,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3744,diphenadione,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3745,7-{[(cyclohexylamino)carbonyl]amino}heptanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3746,olokizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3747,ri 624,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3748,balsalazide,0,1,[],[3],,0.0,1.0,1.0,-0.2,0,0,1.4142135623730951,1.4142135623730951,-0.894427190999916
3749,"(9s,10s)-9-(s-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3750,oleandomycin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3751,irbesartan,0,0,[],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
3752,snx-5422,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3753,n-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
3754,"9-butyl-8-(2,5-dimethoxy-benzyl)-2-fluoro-9h-purin-6-ylamine",0,1,[],[2],,,,,,0,0,0.0,0.0,0.0
3755,sanglifehrin a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3756,way-151693,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3757,"9-butyl-8-(2-chloro-3,4,5-trimethoxy-benzyl)-9h-purin-6-ylamine",0,1,[],[2],,,,,,0,0,0.0,0.0,0.0
3758,tert-butyl 4-({[4-(but-2-yn-1-ylamino)phenyl]sulfonyl}methyl)-4-[(hydroxyamino)carbonyl]piperidine-1-carboxylate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3759,suvorexant,0,0,[],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
3760,"benzyl 6-benzyl-5,7-dioxo-6,7-dihydro-5h-[1,3]thiazolo[3,2-c]pyrimidine-2-carboxylate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3761,2-(2-hydroxy-phenyl)-3h-benzoimidazole-5-carboxamidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3762,2-{5-[3-(6-benzoyl-1-propylnaphthalen-2-yloxy)propoxy]indol-1-yl}ethanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3763,sagopilone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3764,"trans-(1s,2s)-2-amino-1,2,3,4-tetrahydronaphthalen-1-ol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3765,tg-100801,0,0,[],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
3766,clobetasone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3767,iron,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3768,"n-(4-acetylphenyl)-5-(5-chloro-2,4-dihydroxyphenyl)-1h-pyrazole-4-carboxamide",0,1,[],[2],,,,,,0,0,0.0,0.0,0.0
3769,9-butyl-8-(4-methoxybenzyl)-9h-purin-6-amine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3770,"pyrimidine-4,6-dicarboxylic acid bis-(3-methyl-benzylamide)",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3771,9-butyl-8-(3-methoxybenzyl)-9h-purin-6-amine,0,1,[],[2],,,,,,0,0,0.0,0.0,0.0
3772,saracatinib,0,0,[],[],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
3773,quingestanol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3774,aflibercept,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3775,"9-butyl-8-(3,4,5-trimethoxybenzyl)-9h-purin-6-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3776,2-{4-[4-(4-chloro-phenoxy)-benzenesulfonyl]-tetrahydro-pyran-4-yl}-n-hydroxy-acetamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3777,acetic acid salicyloyl-amino-ester,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3778,aceclofenac,0,2,[],"[3, 4]",,0.0,0.0,0.0,-0.4,0,0,0.0,0.0,-1.788854381999832
3779,dexverapamil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3780,dexanabinol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3781,bretylium,0,0,[],[],,0.0,-1.0,-1.0,0.1,0,0,-1.4142135623730951,-1.4142135623730951,0.447213595499958
3782,lornoxicam,0,2,[],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
3783,cyclotheonamide a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3784,"5-[5,6-bis(methyloxy)-1h-benzimidazol-1-yl]-3-{[1-(2-chlorophenyl)ethyl]oxy}-2-thiophenecarboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3785,d-proline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3786,levamlodipine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3787,letrozole,0,0,[],[],,0.0,1.0,1.0,0.2,0,0,1.4142135623730951,1.4142135623730951,0.894427190999916
3788,cyt007-tnfqb,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3789,bis(5-amidino-benzimidazolyl)methane,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3790,dapiprazole,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3791,lenacapavir,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3792,biopterin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3793,lefamulin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3794,"5h-pyrrolo[3,2-d]pyrimidin-4-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3795,"6,6-dimethyl-1-[3-(2,4,5-trichlorophenoxy)propoxy]-1,6-dihydro-1,3,5-triazine-2,4-diamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3796,bezafibrate,0,0,[],[],,0.0,1.0,1.0,0.1,0,0,1.4142135623730951,1.4142135623730951,0.447213595499958
3797,betrixaban,0,0,[],[],,0.0,0.0,0.0,-0.3,0,0,0.0,0.0,-1.3416407864998738
3798,betamethasone phosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3799,cyt997,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
3800,desoxycorticosterone pivalate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3801,6-cyclohexylmethoxy-2-(3'-chloroanilino) purine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3802,desoxycorticosterone acetate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3803,indigotindisulfonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3804,6-o-cyclohexylmethyl guanine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3805,dienogest,0,0,[],[],,0.0,1.0,1.0,0.2,0,0,1.4142135623730951,1.4142135623730951,0.894427190999916
3806,diflunisal,0,0,[],[],,0.0,1.0,1.0,-0.3,0,0,1.4142135623730951,1.4142135623730951,-1.3416407864998738
3807,digitoxin,0,0,[],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
3808,isosorbide mononitrate,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3809,isavuconazonium,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3810,cetuximab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3811,6-cyclohexylmethyloxy-2-(4'-hydroxyanilino)purine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3812,doxazosin,0,0,[],[],,0.0,0.0,0.0,-0.2,0,0,0.0,0.0,-0.894427190999916
3813,droxidopa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3814,dyclonine,0,0,[],[],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
3815,cerulenin,0,0,[],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
3816,ecabet,0,0,[],[],,0.0,-1.0,-1.0,0.0,0,0,-1.4142135623730951,-1.4142135623730951,0.0
3817,emopamil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3818,"inositol-(1,3,4,5,6)-pentakisphosphate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3819,infliximab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3820,indoramin,0,0,[],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
3821,indomethacin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3822,entinostat,0,2,[],"[3, 4]",,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
3823,deslanoside,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3824,6-chloro-3-(3-methylisoxazol-5-yl)-4-phenylquinolin-2(1h)-one,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3825,equilin,0,0,[],[],,0.0,1.0,1.0,0.1,0,0,1.4142135623730951,1.4142135623730951,0.447213595499958
3826,amcinonide,0,0,[],[],,0.0,-1.0,-1.0,0.0,0,0,-1.4142135623730951,-1.4142135623730951,0.0
3827,filgrastim,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3828,fidaxomicin,0,0,[],[],,0.0,-1.0,-1.0,0.3,0,0,-1.4142135623730951,-1.4142135623730951,1.3416407864998738
3829,ferrous glycine sulfate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3830,gallopamil,0,0,[],[],,0.0,-1.0,-1.0,-0.3,0,0,-1.4142135623730951,-1.4142135623730951,-1.3416407864998738
3831,cyclizine,0,0,[],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
3832,aranidipine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3833,gevokizumab,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
3834,icatibant,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3835,artesunate,0,0,[],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
3836,at1391,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3837,epothilone d,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3838,hydroxyproline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3839,hydroquinone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3840,hydralazine,0,0,[],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
3841,abaloparatide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3842,arotinolol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3843,human immunoglobulin g,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3844,abexinostat,0,2,[],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
3845,homosalate,0,0,[],[],,0.0,1.0,1.0,0.3,0,0,1.4142135623730951,1.4142135623730951,1.3416407864998738
3846,ferrous ascorbate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3847,ambroxol,0,0,[],[],,0.0,-1.0,-1.0,0.0,0,0,-1.4142135623730951,-1.4142135623730951,0.0
3848,indigo,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3849,fludrocortisone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3850,aer001,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3851,ame-527,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3852,carotuximab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3853,gaboxadol,0,0,[],[],,0.0,0.0,0.0,0.2,0,0,0.0,0.0,0.894427190999916
3854,estramustine,0,0,[],[],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
3855,apremilast,0,0,[],[],,0.0,0.0,0.0,-0.4,0,0,0.0,0.0,-1.788854381999832
3856,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}-2-(trifluoromethyl)benzenesulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3857,furoyl-leucine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3858,fulvestrant,0,0,[],[],,0.0,-1.0,-1.0,0.0,0,0,-1.4142135623730951,-1.4142135623730951,0.0
3859,fostemsavir,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3860,etynodiol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3861,eugenol,0,0,[],[],,0.0,1.0,1.0,0.4,0,0,1.4142135623730951,1.4142135623730951,1.788854381999832
3862,angiotensin ii,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3863,androstanedione,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3864,forasartan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3865,flurbiprofen methyl ester,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3866,flurbiprofen,0,0,[],[],,0.0,1.0,1.0,0.1,0,0,1.4142135623730951,1.4142135623730951,0.447213595499958
3867,fenofibrate,0,0,[],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
3868,fluoxymesterone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3869,"2',3'-dehydro-2',3'-deoxy-thymidine 5'-diphosphate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3870,"2',3'-dideoxyadenosine triphosphate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3871,"2',3'-dideoxy-3'-fluoro-urididine-5'-diphosphate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3872,cra_1801,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3873,zk-806450,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3874,[4-(4-phenyl-piperidin-1-yl)-benzenesulfonylamino]-acetic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3875,"(2e)-3-(3,4-dihydroxyphenyl)-2-iminopropanoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3876,"[2-(5-mercapto-[1,3,4]thiadiazol-2-ylcarbamoyl)-1-phenyl-ethyl]-carbamic acid benzyl ester",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3877,n-cycloheptylglycyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3878,levocetirizine,0,0,[],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
3879,n-cyclooctylglycyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3880,"4-(2-amino-1-methyl-1h-imidazo[4,5-b]pyridin-6-yl)phenol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3881,"[2'-hydroxy-3'-(1h-pyrrolo[3,2-c]pyridin-2-yl)-biphenyl-3-ylmethyl]-urea",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3882,lexacalcitol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3883,lauric acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3884,tenecteplase,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3885,n-oxo-2-(phenylsulfonylamino)ethanamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3886,n-oxo-2-[(4-phenylphenyl)sulfonylamino]ethanamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3887,"3-{5-[amino(iminio)methyl]-1h-indol-2-yl}-5-methoxy-1,1'-biphenyl-2-olate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3888,[(4-{4-[4-(difluoro-phosphono-methyl)-phenyl]-butyl}-phenyl)-difluoro-methyl]-phosphonic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3889,lanoteplase,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3890,chlorhexidine,0,0,[],[],,0.0,0.0,0.0,0.2,0,0,0.0,0.0,0.894427190999916
3891,labradimil,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3892,"[5-(5-amino-1h-pyrrolo[3,2-b]pyridin-2-yl)-6-hydroxy-3'-nitro-3-biphenylyl]acetic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3893,cholesterol sulfate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3894,labetalol,0,0,[],[],,0.0,1.0,1.0,0.0,0,0,1.4142135623730951,1.4142135623730951,0.0
3895,3-ethyl-2-(4-hydroxyphenyl)-2h-indazol-5-ol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3896,"(21s)-1aza-4,4-dimethyl-6,19-dioxa-2,3,7,20-tetraoxobicyclo[19.4.0] pentacosane",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3897,dimethylallyl diphosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3898,dihydrotachysterol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3899,3-[(4'-cyanobiphenyl-4-yl)oxy]-n-hydroxypropanamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3900,nelipepimut-s,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3901,"3-[(1e,7e)-8-(2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)-3,6-dioxa-2,7-diazaocta-1,7-dien-1-yl]benzoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3902,"5-amino-2,4,6-tribromobenzene-1,3-dicarboxylic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3903,n-[2-chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3904,cra_11092,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3905,"l-709,587",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3906,[4-({[5-benzyloxy-1-(3-carbamimidoyl-benzyl)-1h-indole-2-carbonyl]-amino}-methyl)-phenyl]-trimethyl-ammonium,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3907,(2r)-2-acetamido-3-(octadecyloxy)propyl 2-(methylsulfanyl)ethyl hydrogen phosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3908,3-methylpyridine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3909,cra_10762,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3910,benzatropine,0,0,[],[],,0.0,-1.0,-1.0,-0.4,0,0,-1.4142135623730951,-1.4142135623730951,-1.788854381999832
3911,cra_10655,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3912,cra_10433,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3913,3-hydroxybutyryl-coenzyme a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3914,cra-9334,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3915,labetuzumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3916,ly374571,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3917,cra_17312,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3918,pf-00356231,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3919,ph-284,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3920,certolizumab pegol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3921,n-alpha-(2-naphthylsulfonyl)-n(3-amidino-l-phenylalaninyl)isopipecolinic acid methyl ester,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3922,"2-methyl-3,5,7,8-tetrahydro-4h-thiopyrano[4,3-d]pyrimidin-4-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3923,ciglitazone,0,0,[],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
3924,3-carboxy-4-methyl-5-propyl-2-furanpropionic,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3925,isocarboxazid,0,0,[],[],,0.0,1.0,1.0,0.3,0,0,1.4142135623730951,1.4142135623730951,1.3416407864998738
3926,cabergoline,0,0,[],[],,0.0,1.0,1.0,0.2,0,0,1.4142135623730951,1.4142135623730951,0.894427190999916
3927,nirmatrelvir,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
