,drug_name,Genomic instability count,Genomic instability count marg,Genomic instability,Genomic instability marg,Cmap pAGE Genomic instability level1,Cmap pAGE Genomic instability level2,Cmap pAGE Genomic instability level3,Cmap pAGE Genomic instability level4,Cmap pAGE Genomic instability level5,Cmap pAGE Genomic instability level1 z_score,Cmap pAGE Genomic instability level2 z_score,Cmap pAGE Genomic instability level3 z_score,Cmap pAGE Genomic instability level4 z_score,Cmap pAGE Genomic instability level5 z_score
3765,s-(4-nitrobenzyl)glutathione,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3766,romiplostim,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3767,tirabrutinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3768,salicylic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3769,terpinen-4-ol,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3770,s-oxy-l-cysteine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3771,ezogabine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3772,ezatiostat,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3773,metacycline,0,0,[],[],-1.0,-1.0,-0.3333333333333333,-0.12,0.0684931506849315,-1.0,-1.4142135623730951,-0.8164965809277259,-0.6,0.827605888602368
3774,travoprost,0,0,[],[],-1.0,0.0,0.3333333333333333,-0.04,0.0273972602739726,-1.0,0.0,0.8164965809277259,-0.1999999999999999,0.3310423554409472
3775,evobrutinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3776,sb-559448,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3777,carbetocin,0,0,[],[],-1.0,0.0,0.6666666666666666,0.28,0.0821917808219178,-1.0,0.0,1.6329931618554518,1.4,0.9931270663228416
3778,mocetinostat,0,0,[],[],-1.0,0.0,0.3333333333333333,-0.04,-0.0684931506849315,-1.0,0.0,0.8164965809277259,-0.1999999999999999,-0.827605888602368
3779,bis(5-amidino-2-benzimidazolyl)methane ketone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3780,elaidamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3781,darusentan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3782,ethynodiol diacetate,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
3783,antithymocyte immunoglobulin (rabbit),0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3784,mitoxantrone,0,0,[],[],1.0,1.0,1.0,0.6,0.1232876712328767,1.0,1.4142135623730951,2.449489742783178,2.9999999999999996,1.4896905994842622
3785,sulfamethazine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3786,anatibant,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3787,dantron,0,0,[],[],-1.0,0.0,-0.6666666666666666,-0.04,-0.0136986301369863,-1.0,0.0,-1.6329931618554518,-0.1999999999999999,-0.1655211777204736
3788,amsacrine,0,0,[],[],-1.0,0.0,0.0,-0.12,-0.0821917808219178,-1.0,0.0,0.0,-0.6,-0.9931270663228416
3789,s-2-(boronoethyl)-l-cysteine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3790,amylamine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3791,"{4-[2,2-bis(5-methyl-1,2,4-oxadiazol-3-yl)-3-phenylpropyl]phenyl}sulfamic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3792,+/-methyl 4-(aminoiminomethyl)-beta-[3- inh (aminoimino)phenyl]benzene pentanoate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3793,(4r)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3794,stearic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3795,"(4r)-7,8-dichloro-1',9-dimethyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3796,atiprimod,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3797,1-(2-deoxy-5-o-phosphono-beta-d-erythro-pentofuranosyl)-4-methyl-1h-indole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3798,filaminast,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3799,eprosartan,0,0,[],[],1.0,0.0,0.3333333333333333,-0.04,0.0,1.0,0.0,0.8164965809277259,-0.1999999999999999,0.0
3800,trapidil,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.36,-0.1780821917808219,1.0,0.0,-0.8164965809277259,-1.7999999999999998,-2.1517753103661565
3801,fenebrutinib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3802,methyl methylsulfinylmethyl sulfide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3803,spp 301,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3804,apraclonidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3805,1-hexadecanosulfonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3806,canfosfamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3807,esterified estrogens,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
3808,ertugliflozin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3809,daxalipram,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3810,"1,2,5-thiadiazolidin-3-one-1,1-dioxide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3811,(1-benzyl-5-methoxy-2-methyl-1h-indol-3-yl)acetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3812,delamanid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3813,atosiban,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3814,bis(5-amidino-2-benzimidazolyl)methanone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3815,bis(5-amidino-2-benzimidazolyl)methane ketone hydrate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3816,mirvetuximab soravtansine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3817,dasiglucagon,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3818,mirtazapine,0,0,[],[],1.0,0.0,-0.6666666666666666,0.12,0.0136986301369863,1.0,0.0,-1.6329931618554518,0.6,0.1655211777204736
3819,bexarotene,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.2,-0.0821917808219178,1.0,0.0,-1.6329931618554518,-1.0,-0.9931270663228416
3820,arotinoid acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3821,"1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylic acid ethyl ester",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3822,1-(2-amidinophenyl)-3-(phenoxyphenyl)urea,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3823,siponimod,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3824,sulfamerazine,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.44,-0.1917808219178082,1.0,0.0,-1.6329931618554518,-2.1999999999999997,-2.31729648808663
3825,sitaxentan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3826,"(3r)-4-(p-toluenesulfonyl)-1,4-thiazane-3-carboxylicacid-l-leucine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3827,sodium lauryl sulfate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3828,atrasentan,0,0,[],[],1.0,1.0,1.0,0.36,0.0547945205479452,1.0,1.4142135623730951,2.449489742783178,1.7999999999999998,0.6620847108818944
3829,tofisopam,0,0,[],[],-1.0,-1.0,0.0,0.2,-0.0410958904109589,-1.0,-1.4142135623730951,0.0,1.0,-0.4965635331614207
3830,epicept np-1,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3831,flavin-adenine dinucleotide-n5-isobutyl ketone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3832,1d09c3,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3833,rizatriptan,0,0,[],[],-1.0,0.0,0.3333333333333333,0.2,0.0821917808219178,-1.0,0.0,0.8164965809277259,1.0,0.9931270663228416
3834,phentolamine,0,0,[],[],1.0,1.0,0.6666666666666666,0.44,0.0547945205479452,1.0,1.4142135623730951,1.6329931618554518,2.1999999999999997,0.6620847108818944
3835,naphazoline,0,0,[],[],-1.0,-1.0,-0.6666666666666666,-0.2,-0.1232876712328767,-1.0,-1.4142135623730951,-1.6329931618554518,-1.0,-1.4896905994842622
3836,neratinib,0,0,[],[],-1.0,0.0,0.3333333333333333,0.36,0.2876712328767123,-1.0,0.0,0.8164965809277259,1.7999999999999998,3.4759447321299453
3837,[(1-{2[(4-carbamimidoyl-phenylamino)-methyl]-1-methyl-1h-benzoimidazol-5-yl}-cyclopropyl)-pyridin-2-yl-methyleneaminooxy]-acetic acid ethyl ester,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3838,n-[[2-methyl-4-hydroxycarbamoyl]but-4-yl-n]-benzyl-p-[phenyl]-p-[methyl]phosphinamid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3839,"(2r,3r)-n^1^-[(1s)-2,2-dimethyl-1-(methylcarbamoyl)propyl]-n^4^-hydroxy-2-(2-methylpropyl)-3-{[(1,3-thiazol-2-ylcarbonyl)amino]methyl}butanediamide",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3840,vitamin e,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3841,phenylbutyric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3842,tamsulosin,0,0,[],[],-1.0,0.0,0.0,0.04,-0.0821917808219178,-1.0,0.0,0.0,0.1999999999999999,-0.9931270663228416
3843,(r)-3-hydroxytetradecanoic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3844,zinc;[amino-[2-[[5-[amino(azaniumylidene)methyl]benzimidazol-1-id-2-yl]methyl]benzimidazol-1-id-5-yl]methylidene]azanium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3845,succinic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3846,phendimetrazine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3847,vorinostat,0,0,[],[],1.0,1.0,1.0,0.2,0.0547945205479452,1.0,1.4142135623730951,2.449489742783178,1.0,0.6620847108818944
3848,tazemetostat,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3849,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1h-indol-3-yl]-n-[(1r)-1-(hydroxymethyl)propyl]acetamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3850,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1h-indol-3-yl]-n-[(1s)-1-(hydroxymethyl)propyl]acetamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3851,pegfilgrastim,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3852,palivizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3853,"nalpha-(2-naphthylsulfonylglycyl)-3-amidino-d,l-phenylalanine-isopropylester",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3854,zomepirac,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3855,sc-74020,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3856,nitroaspirin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3857,"(3s)-3-hydroxy-1-methyl-2,3-dihydro-1h-indole-5,6-dione",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3858,piperine,0,0,[],[],-1.0,0.0,0.6666666666666666,0.2,0.2602739726027397,-1.0,0.0,1.6329931618554518,1.0,3.144902376688998
3859,pipamperone,0,0,[],[],1.0,1.0,1.0,0.28,0.0821917808219178,1.0,1.4142135623730951,2.449489742783178,1.4,0.9931270663228416
3860,thioproperazine,0,0,[],[],1.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0.1999999999999999,0.0
3861,zk-805623,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3862,zk-806711,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3863,o-acetyl-l-serine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3864,nitrous acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3865,zinc acetate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3866,[(1s)-4-(1-aminobutylideneamino)-1-carboxybutyl]azanium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3867,nipecotic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3868,nimesulide,0,1,[],[4],1.0,0.0,-0.6666666666666666,-0.04,-0.0547945205479452,1.0,0.0,-1.6329931618554518,-0.1999999999999999,-0.6620847108818944
3869,"3-mercapto-1-(1,3,4,9-tetrahydro-b-carbolin-2-yl)-propan-1-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3870,nicotinamide adenine dinucleotide phosphate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3871,netarsudil,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3872,"n-{2'-[(4-fluorophenyl)amino]-4,4'-bipyridin-2-yl}-4-methoxycyclohexanecarboxamide",0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
3873,tetryzoline,0,0,[],[],-1.0,0.0,-0.6666666666666666,-0.36,-0.1095890410958904,-1.0,0.0,-1.6329931618554518,-1.7999999999999998,-1.3241694217637887
3874,osi-7904l,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3875,px-478,0,1,[],[1],,,,,,0.0,0.0,0.0,0.0,0.0
3876,omadacycline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3877,oxaliplatin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3878,"cyclohexyl-{4-[5-(3,4-dichlorophenyl)-2-piperidin-4-yl-3-propyl-3h-imidazol-4-yl]-pyrimidin-2-yl}amine",0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
3879,enrasentan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3880,indoramin,0,0,[],[],-1.0,-1.0,-1.0,-0.44,-0.0821917808219178,-1.0,-1.4142135623730951,-2.449489742783178,-2.1999999999999997,-0.9931270663228416
3881,indomethacin,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3882,entinostat,0,0,[],[],-1.0,-1.0,0.3333333333333333,0.04,-0.0205479452054794,-1.0,-1.4142135623730951,0.8164965809277259,0.1999999999999999,-0.2482817665807103
3883,indigotindisulfonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3884,droperidol,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.2,-0.0273972602739726,1.0,0.0,-0.8164965809277259,-1.0,-0.3310423554409472
3885,bretylium,0,0,[],[],1.0,0.0,-0.3333333333333333,-0.36,-0.0821917808219178,1.0,0.0,-0.8164965809277259,-1.7999999999999998,-0.9931270663228416
3886,lornoxicam,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3887,"cyclopropyl-{4-[5-(3,4-dichlorophenyl)-2-[(1-methyl)-piperidin]-4-yl-3-propyl-3h-imidazol-4-yl]-pyrimidin-2-yl}amine",0,1,[],[2],,,,,,0.0,0.0,0.0,0.0,0.0
3888,oxymetazoline,0,0,[],[],1.0,0.0,-0.3333333333333333,0.04,-0.0136986301369863,1.0,0.0,-0.8164965809277259,0.1999999999999999,-0.1655211777204736
3889,cyclotheonamide a,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3890,d-proline,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3891,levamlodipine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3892,letrozole,0,0,[],[],1.0,0.0,0.0,0.28,0.0684931506849315,1.0,0.0,0.0,1.4,0.827605888602368
3893,bis(5-amidino-benzimidazolyl)methane,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3894,dapiprazole,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3895,lenacapavir,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3896,biopterin,0,1,[],[4],,,,,,0.0,0.0,0.0,0.0,0.0
3897,"inositol-(1,3,4,5,6)-pentakisphosphate",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3898,emopamil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3899,duvelisib,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3900,droxidopa,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3901,xylometazoline,0,0,[],[],-1.0,0.0,-0.3333333333333333,-0.04,-0.0136986301369863,-1.0,0.0,-0.8164965809277259,-0.1999999999999999,-0.1655211777204736
3902,ocaperidone,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3903,p-(2'-iodo-5'-thenoyl)hydrotropic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3904,2h-benzimidazol-2-amine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3905,"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3906,xl999,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3907,(+)-2-(4-biphenyl)propionic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3908,6-chloro-2-(2-hydroxy-biphenyl-3-yl)-1h-indole-5-carboxamidine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3909,dexniguldipine,0,0,[],[],-1.0,-1.0,0.0,-0.36,-0.1232876712328767,-1.0,-1.4142135623730951,0.0,-1.7999999999999998,-1.4896905994842622
3910,dexverapamil,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3911,chlorambucil,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.28,-0.1643835616438356,1.0,0.0,-1.6329931618554518,-1.4,-1.986254132645683
3912,diflunisal,0,0,[],[],-1.0,0.0,0.0,0.04,-0.0684931506849315,-1.0,0.0,0.0,0.1999999999999999,-0.827605888602368
3913,digitoxin,0,0,[],[],-1.0,0.0,0.6666666666666666,0.12,-0.047945205479452,-1.0,0.0,1.6329931618554518,0.6,-0.5793241220216575
3914,istaroxime,0,0,[],[],-1.0,0.0,0.3333333333333333,-0.2,-0.1643835616438356,-1.0,0.0,0.8164965809277259,-1.0,-1.986254132645683
3915,isavuconazonium,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3916,cetuximab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3917,doxazosin,0,0,[],[],-1.0,0.0,0.3333333333333333,0.2,0.0821917808219178,-1.0,0.0,0.8164965809277259,1.0,0.9931270663228416
3918,sns-314,0,0,[],[],-1.0,0.0,0.6666666666666666,0.12,0.0136986301369863,-1.0,0.0,1.6329931618554518,0.6,0.1655211777204736
3919,tretazicar,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3920,bismuth subsalicylate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3921,bis(5-amidino-benzimidazolyl)methanone zinc,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3922,midodrine,0,0,[],[],1.0,1.0,0.3333333333333333,-0.04,0.0958904109589041,1.0,1.4142135623730951,0.8164965809277259,-0.1999999999999999,1.158648244043315
3923,mitemcinal,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3924,"(1r,2s)-2-phenylcyclopropanaminium",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3925,4-(methylsulfonyl)benzenecarboximidamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3926,"4-(6-{[(1r)-1-(hydroxymethyl)propyl]amino}imidazo[1,2-b]pyridazin-3-yl)benzoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3927,"[4-(6-chloro-naphthalene-2-sulfonyl)-piperazin-1-yl]-(3,4,5,6-tetrahydro-2h-[1,4']bipyridinyl-4-yl)-methanone",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3928,moxisylyte,0,0,[],[],1.0,1.0,0.6666666666666666,0.6,0.1095890410958904,1.0,1.4142135623730951,1.6329931618554518,2.9999999999999996,1.3241694217637887
3929,terazosin,0,0,[],[],1.0,1.0,-0.3333333333333333,-0.12,-0.1095890410958904,1.0,1.4142135623730951,-0.8164965809277259,-0.6,-1.3241694217637887
3930,n-hydroxy-1-(4-methoxyphenyl)sulfonyl-4-benzyloxycarbonyl-piperazine-2-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3931,n-alpha-(2-naphthylsulfonyl)-n(3-amidino-l-phenylalaninyl)-4-acetyl-piperazine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3932,"n,n'-dimethyl-n-(acetyl)-n'-(7-nitrobenz-2-oxa-1,3-diazol-4-yl)ethylenediamine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3933,(1h-indol-3-yl)-(2-mercapto-ethoxyimino)-acetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3934,n-[2-(2-iodo-5-methoxy-1h-indol-3-yl)ethyl]acetamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3935,tenoxicam,0,0,[],[],-1.0,0.0,0.6666666666666666,0.2,0.0958904109589041,-1.0,0.0,1.6329931618554518,1.0,1.158648244043315
3936,n-alpha-(2-naphthylsulfonyl)-n-(3-amidino-l-phenylalaninyl)-d-pipecolinic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3937,n-[(furan-2-yl)carbonyl]-(s)-leucyl-(r)-[1-amino-2(1h-indol-3-yl)ethyl]-phosphonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3938,streptokinase,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3939,troglitazone,0,0,[],[],-1.0,-1.0,-1.0,0.04,0.0684931506849315,-1.0,-1.4142135623730951,-2.449489742783178,0.1999999999999999,0.827605888602368
3940,teriparatide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3941,tetrandrine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3942,plasminogen,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3943,alpha-aminobutyric acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3944,rofecoxib,0,0,[],[],-1.0,0.0,0.3333333333333333,0.04,0.1643835616438356,-1.0,0.0,0.8164965809277259,0.1999999999999999,1.986254132645683
3945,bismuth subgallate,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3946,menotropins,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3947,flunisolide,0,0,[],[],1.0,1.0,1.0,0.44,0.0958904109589041,1.0,1.4142135623730951,2.449489742783178,2.1999999999999997,1.158648244043315
3948,[3-(1-benzyl-3-carbamoylmethyl-2-methyl-1h-indol-5-yloxy)-propyl-]-phosphonic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3949,cysteamine,0,1,[],[3],,,,,,0.0,0.0,0.0,0.0,0.0
3950,cysteine,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3951,"cysteine-methylene-carbamoyl-1,10-phenanthroline",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3952,(s)-n-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3953,"(5z)-7-{(1r,4s,5r,6r)-6-[(1e)-1-octen-1-yl]-2,3-diazabicyclo[2.2.1]hept-2-en-5-yl}-5-heptenoic acid",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3954,almitrine,0,0,[],[],1.0,1.0,0.3333333333333333,0.28,0.1643835616438356,1.0,1.4142135623730951,0.8164965809277259,1.4,1.986254132645683
3955,allylestrenol,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3956,(s)-n-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3957,"2,5-o,o-bis-{4',4''-amidinophenyl}-1,4:3,6-dianhydro-d-sorbitol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3958,raloxifene,0,0,[],[],1.0,0.0,0.0,-0.12,-0.0136986301369863,1.0,0.0,0.0,-0.6,-0.1655211777204736
3959,rhodamine 6g,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3960,"2,5-bis-o-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-d-glucitol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3961,"(3as,4r,9br)-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3962,(3-chloro-4-propoxy-phenyl)-acetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3963,"2,4-diamino-5-phenyl-6-ethylpyrimidine",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3964,rwj-56423,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3965,sarilumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3966,tocilizumab,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3967,sparsentan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3968,"1,4:3,6-dianhydro-2-o-(3-carbamimidoylphenyl)-5-o-(4-carbamimidoylphenyl)-d-glucitol",0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3969,trabedersen,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3970,sertindole,0,0,[],[],-1.0,-1.0,-1.0,-0.6,-0.2191780821917808,-1.0,-1.4142135623730951,-2.449489742783178,-2.9999999999999996,-2.6483388435275774
3971,1-(4-amidinophenyl)-3-(4-chlorophenyl)urea,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3972,1-(4-iodobenzoyl)-5-methoxy-2-methyl indole-3-acetic acid,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3973,tizanidine,0,0,[],[],1.0,0.0,-0.6666666666666666,-0.2,-0.1095890410958904,1.0,0.0,-1.6329931618554518,-1.0,-1.3241694217637887
3974,saprisartan,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3975,rwj-51084,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3976,sp4160,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
3977,sp2456,0,0,[],[],,,,,,0.0,0.0,0.0,0.0,0.0
