,drug_name,Mitochondrial dysfunction count,Mitochondrial dysfunction count marg,Mitochondrial dysfunction,Mitochondrial dysfunction marg,Cmap pAGE Mitochondrial dysfunction level1,Cmap pAGE Mitochondrial dysfunction level2,Cmap pAGE Mitochondrial dysfunction level3,Cmap pAGE Mitochondrial dysfunction level4,Cmap pAGE Mitochondrial dysfunction level5,Cmap pAGE Mitochondrial dysfunction level1 z_score,Cmap pAGE Mitochondrial dysfunction level2 z_score,Cmap pAGE Mitochondrial dysfunction level3 z_score,Cmap pAGE Mitochondrial dysfunction level4 z_score,Cmap pAGE Mitochondrial dysfunction level5 z_score
3869,immucillin-g,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3870,indapamide,0,1,[],[5],0.0,-1.0,-0.2941176470588235,-0.0344827586206896,0.0116279069767441,0,-1.4142135623730951,-1.212678125181665,-0.1856953381770518,0.1524985703326046
3871,peldesine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3872,imidacloprid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3873,patisiran,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3874,ibandronate,0,1,[],[2],,,,,,0,0.0,0.0,0.0,0.0
3875,hypothemycin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3876,porfimer sodium,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3877,polyestradiol phosphate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3878,huperzine a,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3879,piflufolastat f 18,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3880,pidolic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3881,3-(5-methoxy-1h-indol-3-yl)propanoic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3882,perospirone,0,0,[],[],0.0,-1.0,0.0588235294117647,-0.1724137931034483,-0.0755813953488372,0,-1.4142135623730951,0.2425356250363329,-0.9284766908852594,-0.9912407071619302
3883,org-34517,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3884,phenindamine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3885,mf268,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3886,bevacizumab,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3887,mm3122,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3888,mdl-29951,0,0,[],[],0.0,-1.0,0.4117647058823529,0.3103448275862069,0.1337209302325581,0,-1.4142135623730951,1.697749375254331,1.6712580435934667,1.7537335588249534
3889,mafenide,0,0,[],[],0.0,0.0,-0.1764705882352941,0.0344827586206896,-0.063953488372093,0,0.0,-0.727606875108999,0.1856953381770518,-0.8387421368293257
3890,vinpocetine,0,0,[],[],0.0,0.0,0.5294117647058824,0.1034482758620689,0.0348837209302325,0,0.0,2.182820625326997,0.5570860145311556,0.457495710997814
3891,n-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3892,capric acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3893,managlinat dialanetil,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3894,maraviroc,0,0,[],[],0.0,-1.0,0.2941176470588235,0.2413793103448276,0.0813953488372093,0,-1.4142135623730951,1.212678125181665,1.299867367239363,1.0674899923282328
3895,"n-(3-chlorophenyl)-n-methyl-2-oxo-3-[(3,4,5-trimethyl-1h-pyrrol-2-yl)methyl]-2h-indole-5-sulfonamide",0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
3896,"n-(tert-butyl)-3,5-dimethyl-n'-[(5-methyl-2,3-dihydro-1,4-benzodioxin-6-yl)carbonyl]benzohydrazide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3897,lgd-2226,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3898,nap-226-90,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3899,np-50301,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3900,phenothiazine,0,0,[],[],0.0,0.0,-0.0588235294117647,0.0344827586206896,0.1162790697674418,0,0.0,-0.2425356250363329,0.1856953381770518,1.5249857033260463
3901,phenmetrazine,0,1,[],[5],,,,,,0,0.0,0.0,0.0,0.0
3902,picrotoxin,0,0,[],[],0.0,-1.0,-0.4117647058823529,-0.1724137931034483,0.1511627906976744,0,-1.4142135623730951,-1.697749375254331,-0.9284766908852594,1.9824814143238605
3903,ins 316,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3904,phosphonotyrosine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3905,hydrocortisone cypionate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3906,netoglitazone,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3907,nandrolone phenpropionate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3908,lax-101,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3909,kifunensine,0,0,[],[],0.0,0.0,0.0588235294117647,0.1724137931034483,0.0988372093023255,0,0.0,0.2425356250363329,0.9284766908852594,1.2962378478271397
3910,pascolizumab,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3911,norelgestromin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3912,o-benzylsulfonyl-serine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3913,parathyroid hormone,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3914,pd-168393,0,0,[],[],0.0,0.0,0.0588235294117647,0.0344827586206896,-0.0290697674418604,0,0.0,0.2425356250363329,0.1856953381770518,-0.3812464258315116
3915,oxypurinol,0,0,[],[],0.0,0.0,-0.2941176470588235,-0.3103448275862069,0.063953488372093,0,0.0,-1.212678125181665,-1.6712580435934667,0.8387421368293257
3916,oxtriphylline,0,1,[],[4],,,,,,0,0.0,0.0,0.0,0.0
3917,otlertuzumab,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3918,"2-{4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]piperidin-1-yl}-n-methylacetamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3919,olsalazine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3920,win 55212-2,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3921,octocrylene,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3922,ocriplasmin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3923,l-eflornithine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3924,l-2-amino-4-methoxy-cis-but-3-enoic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3925,nicotinamide mononucleotide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3926,infigratinib,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3927,hydrocortisone phosphate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3928,"(8alpha,10alpha,13alpha,17beta)-17-[(4-hydroxyphenyl)carbonyl]androsta-3,5-diene-3-carboxylic acid",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3929,"hydroxy(oxo)(2-{(1s)-2,2,2-trifluoro-1-[2-(trimethylarsonio)ethoxy]ethyl}phenyl)ammonium",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3930,phenylephrine,0,1,[],[5],0.0,1.0,0.1764705882352941,0.2413793103448276,0.0406976744186046,0,1.4142135623730951,0.727606875108999,1.299867367239363,0.5337449961641164
3931,hydroxyzine,0,0,[],[],0.0,0.0,-0.2941176470588235,-0.1034482758620689,0.0174418604651162,0,0.0,-1.212678125181665,-0.5570860145311556,0.228747855498907
3932,hydrocortisone aceponate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3933,testosterone propionate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3934,pardoprunox,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3935,niflumic acid,0,1,[],[4],,,,,,0,0.0,0.0,0.0,0.0
3936,nitrofural,0,0,[],[],0.0,0.0,0.0588235294117647,0.1724137931034483,0.0,0,0.0,0.2425356250363329,0.9284766908852594,0.0
3937,niraxostat,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3938,nimodipine,0,0,[],[],0.0,0.0,0.4117647058823529,0.1034482758620689,0.0,0,0.0,1.697749375254331,0.5570860145311556,0.0
3939,ketodarolutamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3940,ketoprofen,0,0,[],[],0.0,-1.0,-0.5294117647058824,-0.3793103448275862,-0.063953488372093,0,-1.4142135623730951,-2.182820625326997,-2.0426487199475702,-0.8387421368293257
3941,nifurtimox,0,0,[],[],0.0,1.0,0.1764705882352941,0.1724137931034483,0.2674418604651162,0,1.4142135623730951,0.727606875108999,0.9284766908852594,3.507467117649907
3942,ivarmacitinib,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3943,cinacalcet,0,0,[],[],0.0,0.0,-0.0588235294117647,-0.1724137931034483,-0.0697674418604651,0,0.0,-0.2425356250363329,-0.9284766908852594,-0.914991421995628
3944,z-val-ala-asp fluoromethyl ketone,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3945,"1-{5-[2-(thieno[3,2-d]pyrimidin-4-ylamino)ethyl]-1,3-thiazol-2-yl}-3-[3-(trifluoromethyl)phenyl]urea",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3946,phenoxybenzamine,0,0,[],[],0.0,0.0,0.2941176470588235,0.1724137931034483,-0.127906976744186,0,0.0,1.212678125181665,0.9284766908852594,-1.6774842736586515
3947,phenprocoumon,0,1,[],[5],0.0,0.0,-0.4117647058823529,-0.3793103448275862,0.0,0,0.0,-1.697749375254331,-2.0426487199475702,0.0
3948,mln2222,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3949,phenylacetic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3950,clonidine,0,0,[],[],0.0,1.0,0.6470588235294118,0.6206896551724138,0.1627906976744186,0,1.4142135623730951,2.667891875399663,3.3425160871869335,2.1349799846564657
3951,"2-o-(4'-amidinophenyl)-5-o-(3''-amidinophenyl)-1,4:3,6-dianhydro-d-sorbitol",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3952,2-naphthalenesulfonic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3953,6-deoxyerythronolide b,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3954,buspirone,0,0,[],[],0.0,-1.0,0.1764705882352941,0.1034482758620689,-0.1046511627906976,0,-1.4142135623730951,0.727606875108999,0.5570860145311556,-1.372487132993442
3955,tildipirosin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3956,ana971,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3957,(2s)-2-({6-[(3-amino-5-chlorophenyl)amino]-9-isopropyl-9h-purin-2-yl}amino)-3-methyl-1-butanol,0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
3958,hydroxyaminovaline,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3959,hydroxy-phenyl-acetic acid 8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl ester,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3960,carvedilol,0,1,[],[1],0.0,0.0,0.1764705882352941,-0.1724137931034483,-0.1686046511627907,0,0.0,0.727606875108999,-0.9284766908852594,-2.2112292698227676
3961,vitamin d,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3962,naveglitazar,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3963,"n-(dibenzo[b,d]thiophen-3-ylsulfonyl)-l-valine",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3964,isopentenyl pyrophosphate,0,1,[],[2],,,,,,0,0.0,0.0,0.0,0.0
3965,prx-08066,0,0,[],[],0.0,0.0,-0.2941176470588235,-0.2413793103448276,-0.1046511627906976,0,0.0,-1.212678125181665,-1.299867367239363,-1.372487132993442
3966,remacemide,0,0,[],[],0.0,0.0,0.5294117647058824,0.4482758620689655,0.3255813953488372,0,0.0,2.182820625326997,2.4140393963016744,4.269959969312931
3967,dexrazoxane,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3968,formestane,0,0,[],[],0.0,0.0,0.1764705882352941,0.1724137931034483,0.0930232558139534,0,0.0,0.727606875108999,0.9284766908852594,1.219988562660837
3969,hemi-babim,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3970,potassium alum,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3971,potassium nitrate,0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
3972,pracinostat,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3973,acetohydroxamic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3974,thymidine-5'- diphosphate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3975,acetrizoic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3976,pranlukast,0,0,[],[],0.0,-1.0,-0.6470588235294118,-0.4482758620689655,0.127906976744186,0,-1.4142135623730951,-2.667891875399663,-2.4140393963016744,1.6774842736586515
3977,5-(dimethylamino)-1-naphthalenesulfonic acid(dansyl acid),0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3978,4-phenylbutylamine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3979,4-piperidino-piperidine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3980,6-fluoro-2-[2-hydroxy-3-(2-methyl-cyclohexyloxy)-phenyl]-1h-indole-5-carboxamidine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3981,kitasamycin,0,0,[],[],0.0,1.0,-0.0588235294117647,-0.1034482758620689,-0.0348837209302325,0,1.4142135623730951,-0.2425356250363329,-0.5570860145311556,-0.457495710997814
3982,plecanatide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3983,desonide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3984,vinflunine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3985,"3-[(4-fluorophenyl)sulfanyl]-n-(4-methyl-1,3-thiazol-2-yl)-6-[(4-methyl-4h-1,2,4-triazol-3-yl)sulfanyl]pyridine-2-carboxamide",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3986,doxycycline,0,0,[],[],0.0,0.0,-0.0588235294117647,0.1034482758620689,0.127906976744186,0,0.0,-0.2425356250363329,0.5570860145311556,1.6774842736586515
3987,zanapezil,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3988,(2r)-2-acetamido-3-(octadecyloxy)propyl 2-(methylsulfanyl)ethyl hydrogen phosphate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3989,cra_10762,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3990,benzatropine,0,1,[],[5],0.0,0.0,0.1764705882352941,0.0344827586206896,-0.1220930232558139,0,0.0,0.727606875108999,0.1856953381770518,-1.601234988492349
3991,cra_10655,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3992,cra_10433,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3993,(2s)-2-(4-ethylphenoxy)-3-phenylpropanoic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3994,cra-9334,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3995,3-ethyl-2-(4-hydroxyphenyl)-2h-indazol-5-ol,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3996,cholesterol sulfate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3997,cra_1801,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3998,"[5-(5-amino-1h-pyrrolo[3,2-b]pyridin-2-yl)-6-hydroxy-3'-nitro-3-biphenylyl]acetic acid",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
3999,zk-806450,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4000,[4-(4-phenyl-piperidin-1-yl)-benzenesulfonylamino]-acetic acid,0,1,[],[3],,,,,,0,0.0,0.0,0.0,0.0
4001,bemiparin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4002,"[2-(5-mercapto-[1,3,4]thiadiazol-2-ylcarbamoyl)-1-phenyl-ethyl]-carbamic acid benzyl ester",0,2,[],"[3, 4]",,,,,,0,0.0,0.0,0.0,0.0
4003,n-cycloheptylglycyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4004,levocetirizine,0,0,[],[],0.0,0.0,-0.0588235294117647,0.1724137931034483,0.063953488372093,0,0.0,-0.2425356250363329,0.9284766908852594,0.8387421368293257
4005,n-cyclooctylglycyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4006,3-methylpyridine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4007,[4-({[5-benzyloxy-1-(3-carbamimidoyl-benzyl)-1h-indole-2-carbonyl]-amino}-methyl)-phenyl]-trimethyl-ammonium,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4008,collagenase clostridium histolyticum,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4009,"7,8-dichloro-1,2,3,4-tetrahydroisoquinoline",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4010,talmapimod,0,0,[],[],0.0,1.0,0.1764705882352941,0.1034482758620689,0.063953488372093,0,1.4142135623730951,0.727606875108999,0.5570860145311556,0.8387421368293257
4011,n-(biphenyl-4-ylsulfonyl)-d-leucine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4012,2-methoxy-6-{(e)-[(4-methylphenyl)imino]methyl}phenol,0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
4013,"(5e,14e)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4014,anti-ox40 antibody bms 986178,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4015,nn344,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4016,niguldipine,0,0,[],[],0.0,0.0,0.0588235294117647,-0.1724137931034483,-0.2906976744186046,0,0.0,0.2425356250363329,-0.9284766908852594,-3.8124642583151167
4017,cra_17312,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4018,3-[4-(1-formylpiperazin-4-yl)-benzylidenyl]-2-indolinone,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4019,lerafaon,0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
4020,cra_16847,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4021,dihydrotachysterol,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4022,3-[(4'-cyanobiphenyl-4-yl)oxy]-n-hydroxypropanamide,0,1,[],[3],,,,,,0,0.0,0.0,0.0,0.0
4023,niludipine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4024,"3-[(1e,7e)-8-(2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)-3,6-dioxa-2,7-diazaocta-1,7-dien-1-yl]benzoic acid",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4025,"5-amino-2,4,6-tribromobenzene-1,3-dicarboxylic acid",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4026,cra_11092,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4027,heparin disaccharide i-s,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4028,acepromazine,0,0,[],[],0.0,0.0,0.5294117647058824,0.3793103448275862,0.0348837209302325,0,0.0,2.182820625326997,2.0426487199475702,0.457495710997814
4029,heparin disaccharide iii-s,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4030,tocainide,0,0,[],[],0.0,0.0,0.2941176470588235,0.1034482758620689,-0.0930232558139534,0,0.0,1.212678125181665,0.5570860145311556,-1.219988562660837
4031,clobetasol propionate,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4032,4-hydroxy-n'-(4-isopropylbenzyl)benzohydrazide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4033,clazosentan,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4034,methylprednisone,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4035,"imino[2-(2-oxo-1,2-dihydro-3-pyridinyl)-1h-benzimidazol-5-yl]methanaminium",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4036,flurithromycin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4037,ethanolamine,0,2,[],"[3, 4]",,,,,,0,0.0,0.0,0.0,0.0
4038,catumaxomab,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4039,butenoic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4040,volanesorsen,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4041,phenethyl isothiocyanate,0,2,[],"[1, 2]",,,,,,0,0.0,0.0,0.0,0.0
4042,pergolide,0,0,[],[],0.0,0.0,0.0588235294117647,0.0344827586206896,0.127906976744186,0,0.0,0.2425356250363329,0.1856953381770518,1.6774842736586515
4043,vutrisiran,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4044,4-fluorobenzylamine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4045,2-[(4-fluorophenyl)sulfonylamino]-n-oxo-ethanamide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4046,tauroursodeoxycholic acid,0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
4047,clindamycin,0,0,[],[],0.0,0.0,-0.1764705882352941,-0.0344827586206896,-0.0930232558139534,0,0.0,-0.727606875108999,-0.1856953381770518,-1.219988562660837
4048,tetrahydrogestrinone,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4049,gpi-1485,0,1,[],[1],,,,,,0,0.0,0.0,0.0,0.0
4050,1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4051,tiagabine,0,0,[],[],0.0,1.0,-0.2941176470588235,-0.1034482758620689,-0.1162790697674418,0,1.4142135623730951,-1.212678125181665,-0.5570860145311556,-1.5249857033260463
4052,crx-139,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4053,zinc chloride,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4054,denileukin diftitox,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4055,vibegron,0,1,[],[5],,,,,,0,0.0,0.0,0.0,0.0
4056,desmoteplase,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4057,methylumbelliferyl chitotriose,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4058,dextroamphetamine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4059,"thieno[2,3-b]pyridine-2-carboxamidine",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4060,tetracycline,0,0,[],[],0.0,0.0,-0.0588235294117647,0.0344827586206896,0.063953488372093,0,0.0,-0.2425356250363329,0.1856953381770518,0.8387421368293257
4061,tinidazole,0,0,[],[],0.0,-1.0,0.0588235294117647,0.1724137931034483,-0.0988372093023255,0,-1.4142135623730951,0.2425356250363329,0.9284766908852594,-1.2962378478271397
4062,thiacloprid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4063,desoximetasone,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4064,dicloxacillin,0,0,[],[],0.0,1.0,0.0588235294117647,0.1034482758620689,-0.1453488372093023,0,1.4142135623730951,0.2425356250363329,0.5570860145311556,-1.9062321291575584
4065,tivantinib,0,1,[],[1],0.0,0.0,-0.4117647058823529,-0.1724137931034483,-0.0988372093023255,0,0.0,-1.697749375254331,-0.9284766908852594,-1.2962378478271397
4066,ticagrelor,0,0,[],[],0.0,0.0,0.5294117647058824,0.5172413793103449,0.0,0,0.0,2.182820625326997,2.785430072655778,0.0
4067,denufosol,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4068,tibolone,0,0,[],[],0.0,-1.0,-0.2941176470588235,-0.1724137931034483,0.1162790697674418,0,-1.4142135623730951,-1.212678125181665,-0.9284766908852594,1.5249857033260463
4069,4-deoxy-alpha-d-glucose,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4070,estetrol,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4071,cladribine,0,0,[],[],0.0,0.0,-0.1764705882352941,-0.1724137931034483,-0.1569767441860465,0,0.0,-0.727606875108999,-0.9284766908852594,-2.058730699490163
4072,cefpiramide,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4073,"(5r,6e,8z,11z,14z,17z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4074,"2-[2-(1,3-dioxo-1,3-dihydro-2h-isoindol-2-yl)ethyl]-4-(4'-ethoxy-1,1'-biphenyl-4-yl)-4-oxobutanoic acid",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4075,indacaterol,0,0,[],[],0.0,0.0,-0.2941176470588235,-0.1724137931034483,-0.0174418604651162,0,0.0,-1.212678125181665,-0.9284766908852594,-0.228747855498907
4076,methylamino-phenylalanyl-leucyl-hydroxamic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4077,cefiderocol,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4078,(2s)-2-ethoxy-3-{4-[2-(10h-phenoxazin-10-yl)ethoxy]phenyl}propanoic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4079,phenol,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4080,mk-0668,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4081,keyhole limpet hemocyanin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4082,naftopidil,0,0,[],[],0.0,0.0,-0.1764705882352941,-0.2413793103448276,0.0232558139534883,0,0.0,-0.727606875108999,-1.299867367239363,0.3049971406652093
4083,tacrolimus,0,0,[],[],0.0,-1.0,-0.0588235294117647,0.1034482758620689,0.0697674418604651,0,-1.4142135623730951,-0.2425356250363329,0.5570860145311556,0.914991421995628
4084,thrombopoietin,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4085,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4086,(6r)-folinic acid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4087,heptyl 1-thiohexopyranoside,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4088,"diethyl [(1r)-1,5-diaminopentyl]boronate",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4089,"heptane-1,2,3-triol",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4090,s-{2-[amino(dihydroxy)-lambda~4~-sulfanyl]ethyl}-d-cysteine,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4091,cefonicid,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4092,pegcetacoplan,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4093,"9-benzyl-2,3,4,9-tetrahydro-1h-carbazole-8-carboxylic acid",0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
4094,nxn-188,0,0,[],[],,,,,,0,0.0,0.0,0.0,0.0
