,drug_name,Exhaustion of stem cells count,Exhaustion of stem cells count marg,Exhaustion of stem cells,Exhaustion of stem cells marg,Cmap pAGE Exhaustion of stem cells level1,Cmap pAGE Exhaustion of stem cells level2,Cmap pAGE Exhaustion of stem cells level3,Cmap pAGE Exhaustion of stem cells level4,Cmap pAGE Exhaustion of stem cells level5,Cmap pAGE Exhaustion of stem cells level1 z_score,Cmap pAGE Exhaustion of stem cells level2 z_score,Cmap pAGE Exhaustion of stem cells level3 z_score,Cmap pAGE Exhaustion of stem cells level4 z_score,Cmap pAGE Exhaustion of stem cells level5 z_score
3084,cefaclor,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0,0,0.5773502691896256,-0.8164965809277259,-1.5275252316519463
3085,1-naphthaleneacetic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3086,balanol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3087,palmitoyl-linoleoyl phosphatidylcholine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3088,"1-(6-cyano-3-pyridylcarbonyl)-5',8'-difluorospiro[piperidine-4,2'(1'h)-quinazoline]-4'-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3089,balanol analog 1,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3090,balanol analog 2,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3091,garenoxacin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3092,(1s)-2-(1h-indol-3-yl)-1-[({5-[(e)-2-pyridin-4-ylvinyl]pyridin-3-yl}oxy)methyl]ethylamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3093,cefadroxil,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,0.0476190476190476,0,0,-0.5773502691896256,-0.8164965809277259,0.2182178902359923
3094,selatogrel,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3095,elinogrel,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3096,dithioerythritol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3097,"beta-d-fructofuranose 1,6-bisphosphate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3098,disulfiram,0,0,[],[],,,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0,0,0.5773502691896256,-0.8164965809277259,-1.5275252316519463
3099,[1-(6-{6-[(1-methylethyl)amino]-1h-indazol-1-yl}pyrazin-2-yl)-1h-pyrrol-3-yl]acetic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3100,beta-d-ribose-5-phosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3101,disopyramide,0,0,[],[],,,-1.0,0.0,0.0476190476190476,0,0,-1.732050807568877,0.0,0.2182178902359923
3102,cinchocaine,0,0,[],[],,,1.0,0.0,-0.238095238095238,0,0,1.732050807568877,0.0,-1.0910894511799618
3103,bromotheophylline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3104,citalopram,0,1,[],[5],,,-0.3333333333333333,0.0,0.1428571428571428,0,0,-0.5773502691896256,0.0,0.6546536707079771
3105,chgn111,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3106,"(3z)-n,n-dimethyl-2-oxo-3-(4,5,6,7-tetrahydro-1h-indol-2-ylmethylidene)-2,3-dihydro-1h-indole-5-sulfonamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3107,trans-o-hydroxy-alpha-methyl cinnamate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3108,cilansetron,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3109,cyclacillin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3110,cilastatin,0,0,[],[],,,1.0,0.3333333333333333,0.0476190476190476,0,0,1.732050807568877,0.8164965809277259,0.2182178902359923
3111,trastuzumab deruxtecan,0,2,[],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
3112,"(3s,5r,7r,8s,9s,10r)-7-(hydroxymethyl)-3-(4-methylphenyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3113,"(3s,5r,7r,8s,9s,10r)-7-(hydroxymethyl)-3-(2-naphthyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3114,tralokinumab,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
3115,cusatuzumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3116,(3r)-3-ethyl-n-[(4-methylphenyl)sulfonyl]-l-aspartic acid,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
3117,(2s)-1-{[5-(1h-indazol-5-yl)-3-pyridinyl]oxy}-3-(7ah-indol-3-yl)-2-propanamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3118,curcumin,0,0,[],[],,,0.3333333333333333,0.0,-0.3333333333333333,0,0,0.5773502691896256,0.0,-1.5275252316519463
3119,tretamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3120,cumidine,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
3121,cilostazol,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.0476190476190476,0,0,0.5773502691896256,0.8164965809277259,0.2182178902359923
3122,brimonidine,0,0,[],[],,,-0.3333333333333333,0.0,0.238095238095238,0,0,-0.5773502691896256,0.0,1.0910894511799618
3123,wrr-99,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3124,triamterene,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.0476190476190476,0,0,-0.5773502691896256,-0.8164965809277259,-0.2182178902359923
3125,crotonaldehyde,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3126,gallium citrate ga-67,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3127,tranilast,0,0,[],[],,,-0.3333333333333333,0.0,0.238095238095238,0,0,-0.5773502691896256,0.0,1.0910894511799618
3128,"(2s)-1-(6h-indol-3-yl)-3-{[5-(7h-pyrazolo[3,4-c]pyridin-5-yl)pyridin-3-yl]oxy}propan-2-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3129,tramadol,0,0,[],[],,,1.0,0.3333333333333333,0.0476190476190476,0,0,1.732050807568877,0.8164965809277259,0.2182178902359923
3130,citric acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3131,"(2s,3s)-3-{3-[4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-oxo-1-pyrrolidin-1-ylbutan-2-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3132,ca4p,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3133,"(2s,3s)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3134,c31g,0,2,[],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
3135,"(2s,3s)-3-formyl-2-({[(4-nitrophenyl)sulfonyl]amino}methyl)pentanoic acid",0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
3136,vigabatrin,0,0,[],[],,,0.3333333333333333,0.0,-0.238095238095238,0,0,0.5773502691896256,0.0,-1.0910894511799618
3137,clascoterone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3138,vicagrel,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3139,valaciclovir,0,0,[],[],,,-0.3333333333333333,-0.6666666666666666,-0.0476190476190476,0,0,-0.5773502691896256,-1.6329931618554518,-0.2182178902359923
3140,valbenazine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3141,c-(1-hydrogyl-beta-d-glucopyranosyl) formamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3142,valganciclovir,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3143,butamben,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.5773502691896256,0.8164965809277259,1.5275252316519463
3144,c-(1-azido-alpha-d-glucopyranosyl) formamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3145,tropisetron,0,0,[],[],,,0.3333333333333333,0.0,0.3333333333333333,0,0,0.5773502691896256,0.0,1.5275252316519463
3146,bopindolol,0,0,[],[],,,-0.3333333333333333,0.0,-0.1428571428571428,0,0,-0.5773502691896256,0.0,-0.6546536707079771
3147,voclosporin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3148,tropicamide,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.4285714285714285,0,0,0.5773502691896256,0.8164965809277259,1.9639610121239313
3149,"(3s)-1-(1,3-benzodioxol-5-ylmethyl)-3-[4-(1h-imidazol-1-yl)phenoxy]piperidine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3150,tremelimumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3151,brincidofovir,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3152,cycloleucine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3153,cyclohexylformamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3154,toremifene,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.0476190476190476,0,0,-0.5773502691896256,-0.8164965809277259,-0.2182178902359923
3155,bremelanotide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3156,cyclohexyl-pentyl-maltoside,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3157,brequinar,0,0,[],[],,,-1.0,-0.6666666666666666,-0.1428571428571428,0,0,-1.732050807568877,-1.6329931618554518,-0.6546536707079771
3158,tolrestat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3159,ganciclovir,0,0,[],[],,,0.3333333333333333,0.3333333333333333,-0.0476190476190476,0,0,0.5773502691896256,0.8164965809277259,-0.2182178902359923
3160,tricarballylic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3161,"tricarbonyl(1,10-phenanthroline)rhenium(1+)",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3162,cromoglicic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3163,bromazepam,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3164,bromodiphenhydramine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3165,pancuronium,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.0476190476190476,0,0,-0.5773502691896256,-0.8164965809277259,-0.2182178902359923
3166,corticorelin ovine triflutate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3167,"(3r)-4-[(3r)-3-amino-4-(2,4,5-trifluorophenyl)butanoyl]-3-methyl-1,4-diazepan-2-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3168,trimethadione,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.5773502691896256,0.8164965809277259,1.5275252316519463
3169,trimethaphan,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3170,cinitapride,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3171,volixibat,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3172,torasemide,0,1,[],[3],,,-0.3333333333333333,0.0,-0.1428571428571428,0,0,-0.5773502691896256,0.0,-0.6546536707079771
3173,topiroxostat,0,0,[],[],,,1.0,1.0,0.5238095238095238,0,0,1.732050807568877,2.449489742783178,2.400396792595916
3174,brequinar analog,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3175,cyclopentolate,0,0,[],[],,,0.3333333333333333,0.0,0.238095238095238,0,0,0.5773502691896256,0.0,1.0910894511799618
3176,trabectedin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3177,bortezomib,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.238095238095238,0,0,-0.5773502691896256,-0.8164965809277259,-1.0910894511799618
3178,ganaxolone,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.0476190476190476,0,0,-0.5773502691896256,-0.8164965809277259,-0.2182178902359923
3179,tocopherol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3180,(2s) n-acetyl-l-alanyl-αl-phenylalanyl-chloroethylketone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3181,cns-5161,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3182,tolazamide,0,0,[],[],,,1.0,0.3333333333333333,-0.1428571428571428,0,0,1.732050807568877,0.8164965809277259,-0.6546536707079771
3183,cyproheptadine,0,0,[],[],,,-0.3333333333333333,0.0,-0.3333333333333333,0,0,-0.5773502691896256,0.0,-1.5275252316519463
3184,pantoprazole,0,0,[],[],,,-1.0,-0.3333333333333333,0.1428571428571428,0,0,-1.732050807568877,-0.8164965809277259,0.6546536707079771
3185,tolbutamide,0,0,[],[],,,1.0,0.3333333333333333,-0.238095238095238,0,0,1.732050807568877,0.8164965809277259,-1.0910894511799618
3186,cycrimine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3187,"2-[5-methanesulfonylamino-2-(4-aminophenyl)-6-oxo-1,6-dihydro-1-pyrimidinyl]-n-(3,3,3-trifluoro-1-isopropyl-2-oxopropyl)acetamide",0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
3188,cyclothiazide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3189,cidofovir,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3190,cyclosporine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3191,(2s)-1-(3h-indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3192,tolperisone,0,0,[],[],,,1.0,0.6666666666666666,0.4285714285714285,0,0,1.732050807568877,1.6329931618554518,1.9639610121239313
3193,tolterodine,0,0,[],[],,,0.3333333333333333,0.0,0.3333333333333333,0,0,0.5773502691896256,0.0,1.5275252316519463
3194,tonapofylline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3195,"[(4r)-4-(3-hydroxyphenyl)-1,6-dimethyl-2-thioxo-1,2,3,4-tetrahydropyrimidin-5-yl](phenyl)methanone",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3196,(r)-atenolol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3197,tapinarof,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3198,n-acetyl-d-glucosamine-6-phosphate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3199,2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-n-methylhydrazinecarbothioamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3200,ixazomib,0,0,[],[],,,1.0,0.0,-0.238095238095238,0,0,1.732050807568877,0.0,-1.0910894511799618
3201,fluvastatin,0,0,[],[],,,0.3333333333333333,0.0,0.0476190476190476,0,0,0.5773502691896256,0.0,0.2182178902359923
3202,ivosidenib,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3203,ivermectin,0,0,[],[],,,-1.0,-0.6666666666666666,-0.238095238095238,0,0,-1.732050807568877,-1.6329931618554518,-1.0910894511799618
3204,itraconazole,0,0,[],[],,,-0.3333333333333333,0.3333333333333333,0.1428571428571428,0,0,-0.5773502691896256,0.8164965809277259,0.6546536707079771
3205,4-(benzhydryloxy)-1-[3-(1h-tetraazol-5-yl)propyl]piperidine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3206,ipilimumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3207,ipecac,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3208,"9-(3-iodobenzylamino)-1,2,3,4-tetrahydroacridine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3209,4-(quinolin-3-ylmethyl)piperidine-1-carboxylic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3210,3-{[(3-fluoro-3'-methoxybiphenyl-4-yl)amino]carbonyl}thiophene-2-carboxylic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3211,"inositol 2,4,5-trisphosphate",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3212,inosine,0,0,[],[],,,-1.0,-0.6666666666666666,-0.1428571428571428,0,0,-1.732050807568877,-1.6329931618554518,-0.6546536707079771
3213,3-{3-[(dimethylamino)methyl]-1h-indol-7-yl}propan-1-ol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3214,inolimomab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3215,3-thiaoctanoyl-coa,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3216,"9-hydroxy-8-methoxy-6-nitro-phenanthrol[3,4-d][1,3]dioxole-5-carboxylic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3217,n-{2-[4-(aminosulfonyl)phenyl]ethyl}acetamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3218,"n-{2-[6-(2,4-diamino-6-ethylpyrimidin-5-yl)-2,2-dimethyl-3-oxo-2,3-dihydro-4h-1,4-benzothiazin-4-yl]ethyl}acetamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3219,ixekizumab,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3220,phenylethane boronic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3221,"n-[(2',4'-difluoro-4-hydroxy-5-iodobiphenyl-3-yl)carbonyl]-beta-alanine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3222,n-[(1s)-2-{[(1r)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3223,kaempherol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3224,kabiramide c,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3225,n-hydroxy-4-phosphonobutanamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3226,4-(hydrogen sulfate)-beta-d-galactopyranose,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3227,n-methyl-1-[4-(9h-purin-6-yl)phenyl]methanamine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3228,furosemide,0,0,[],[],,,0.3333333333333333,0.0,0.3333333333333333,0,0,0.5773502691896256,0.0,1.5275252316519463
3229,"6-[3-(4-morpholinyl)propyl]-2-(3-nitrophenyl)-5-thioxo-5,6,-dihydro-7h-thienol[2',3':4,5]pyrrolo[1,2-c]imidazol-7-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3230,alimemazine,0,1,[],[5],,,-0.3333333333333333,0.0,-0.0476190476190476,0,0,-0.5773502691896256,0.0,-0.2182178902359923
3231,"n-methylalanyl-3-methylvalyl-4-phenoxy-n-(1,2,3,4-tetrahydronaphthalen-1-yl)prolinamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3232,kd7040,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3233,6-{4-[4-(4-chlorophenyl)piperidin-4-yl]phenyl}-9h-purine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3234,n-methyl-n-(methylbenzyl)formamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3235,kd3010,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3236,"6-ethyl-5-[(2s)-1-(3-methoxypropyl)-2-phenyl-1,2,3,4-tetrahydroquinolin-7-yl]pyrimidine-2,4-diamine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3237,n-propyl isocyanide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3238,2-methyl-3-(2-aminothiazolo)propanal,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3239,kai-1455,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3240,jaspisamide a,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3241,"n-[(1s)-2-amino-1-(2,4-dichlorobenzyl)ethyl]-5-[2-(methylamino)pyrimidin-4-yl]thiophene-2-carboxamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3242,"n-{2-[6-(2,4-diamino-6-ethylpyrimidin-5-yl)-2,2-dimethyl-3-oxo-2,3-dihydro-4h-1,4-benzoxazin-4-yl]ethyl}acetamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3243,9-methylguanine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3244,3-pyridin-4-yl-1h-indazole,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3245,iodine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3246,"8,9,10-trihydroxy-7-hydroxymethyl-2-thioxo-6-oxa-1,3-diaza-spiro[4.5]decan-4-one",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3247,interferon gamma-1b,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3248,"2-deoxy-3,4-bis-o-[3-(4-hydroxyphenyl)propanoyl]-l-threo-pentaric acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3249,interferon beta-1b,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
3250,"n-anthracen-2-yl-5-methyl[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3251,interferon beta-1a,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
3252,n-beta-d-glucopyranosylacetamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3253,interferon alfacon-1,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
3254,4-(1h-imidazol-1-yl)phenol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3255,interferon alfa-n3,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3256,interferon alfa-n1,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
3257,n-cyclohexyltaurine,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3258,pimavanserin,0,0,[],[],,,-0.3333333333333333,-0.3333333333333333,-0.0476190476190476,0,0,-0.5773502691896256,-0.8164965809277259,-0.2182178902359923
3259,"4-(1,3-benzoxazol-2-yl)-2,6-dimethylphenol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3260,"4-(1,3-benzoxazol-2-yl)-2,6-dibromophenol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3261,"4-(1,3-benzodioxol-5-yloxy)-2-[4-(1h-imidazol-1-yl)phenoxy]pyrimidine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3262,"4-(1,3-benzodioxol-5-yloxy)-2-[4-(1h-imidazol-1-yl)phenoxy]-6-methylpyrimidine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3263,interferon alfa-2c,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3264,interferon alfa-2b,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3265,"7a-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7a-tetrahydro-1h-pyrrolo[1,2-a]pyrrole-7-carbonitrile",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3266,"7-{2,6-dichloro-4-[3-(2-chloro-benzoyl)-ureido]-phenoxy}-heptanoic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3267,"9,10-deepithio-9,10-didehydroacanthifolicin",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3268,n-acetyl-n'-beta-d-glucopyranosyl urea,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3269,3-phenyl-5-(1h-pyrazol-3-yl)isoxazole,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3270,n-{[(2-methyl-2-propanyl)oxy]carbonyl}-l-alanyl-l-alaninamide,0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
3271,a-674563,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3272,abt-341,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3273,indoprofen,0,0,[],[],,,-1.0,0.0,0.238095238095238,0,0,-1.732050807568877,0.0,1.0910894511799618
3274,pimobendan,0,0,[],[],,,0.3333333333333333,0.0,-0.0476190476190476,0,0,0.5773502691896256,0.0,-0.2182178902359923
3275,abx-pth,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3276,indolepropionic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3277,indoleacetic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3278,n1-(1-dimethylcarbamoyl-2-phenyl-ethyl)-2-oxo-n4-(2-pyridin-2-yl-ethyl)-succinamide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3279,indirubin-5-sulphonate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3280,indinavir,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.0476190476190476,0,0,0.5773502691896256,0.8164965809277259,0.2182178902359923
3281,indenolol,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3282,adl 10-0101,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3283,"3-carboxamido-1,3,5(10)-estratrien-17(r)-spiro-2'(5',5'-dimethyl-6'oxo)tetrahydropyran",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3284,"n-{4-[(carboxymethyl)carbamoyl]benzoyl}-l-valyl-n-[(3s)-1,1,1-trifluoro-4-methyl-2-oxo-3-pentanyl]-l-prolinamide",0,1,[],[5],,,,,,0,0,0.0,0.0,0.0
3285,"3h-indole-5,6-diol",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3286,8-chlorotheophylline,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3287,"n-naphthalen-1-ylmethyl-2'-[3,5-dimethoxybenzamido]-2'-deoxy-adenosine",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3288,kappadione,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3289,ketobemidone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3290,interferon alfa,0,1,[],[3],,,,,,0,0,0.0,0.0,0.0
3291,azd-8330,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.0476190476190476,0,0,0.5773502691896256,0.8164965809277259,0.2182178902359923
3292,avi-4557,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3293,hydrocortisone butyrate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3294,nitric oxide,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3295,nitrilotriacetic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3296,hydrocortisone acetate,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3297,azd-7325,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3298,"2-[(4-ethynyl-2-fluorophenyl)amino]-3,4-difluoro-n-(2-hydroxyethoxy)benzamide",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3299,"3-({[3,5-difluoro-3'-(trifluoromethoxy)biphenyl-4-yl]amino}carbonyl)thiophene-2-carboxylic acid",0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3300,nitrofurantoin,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3301,hydrocodone,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3302,4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3303,nitrosoethane,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3304,3-({[(1z)-(2-methoxyphenyl)methylidene]amino}oxy)propanoic acid,0,0,[],[],,,,,,0,0,0.0,0.0,0.0
3305,hydrochlorothiazide,0,0,[],[],,,-0.3333333333333333,0.3333333333333333,0.1428571428571428,0,0,-0.5773502691896256,0.8164965809277259,0.6546536707079771
3306,abacavir,0,0,[],[],,,0.3333333333333333,0.3333333333333333,0.1428571428571428,0,0,0.5773502691896256,0.8164965809277259,0.6546536707079771
