,drug_name,Changes in the extracellular matrix structure count,Changes in the extracellular matrix structure count marg,Changes in the extracellular matrix structure,Changes in the extracellular matrix structure marg,Cmap pAGE Changes in the extracellular matrix structure level1,Cmap pAGE Changes in the extracellular matrix structure level2,Cmap pAGE Changes in the extracellular matrix structure level3,Cmap pAGE Changes in the extracellular matrix structure level4,Cmap pAGE Changes in the extracellular matrix structure level5,Cmap pAGE Changes in the extracellular matrix structure level1 z_score,Cmap pAGE Changes in the extracellular matrix structure level2 z_score,Cmap pAGE Changes in the extracellular matrix structure level3 z_score,Cmap pAGE Changes in the extracellular matrix structure level4 z_score,Cmap pAGE Changes in the extracellular matrix structure level5 z_score
3798,tg-100801,0,0,[],[],,,0.0,-0.1428571428571428,0.0714285714285714,0,0,0,-0.3779644730092272,0.3779644730092272
3799,clobetasone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3800,iron,0,0,[],[],,,,,,0,0,0,0.0,0.0
3801,"n-(4-acetylphenyl)-5-(5-chloro-2,4-dihydroxyphenyl)-1h-pyrazole-4-carboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3802,9-butyl-8-(4-methoxybenzyl)-9h-purin-6-amine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3803,9-butyl-8-(3-methoxybenzyl)-9h-purin-6-amine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3804,saracatinib,0,0,[],[],,,0.0,0.4285714285714285,0.2857142857142857,0,0,0,1.1338934190276817,1.511857892036909
3805,quingestanol,0,0,[],[],,,,,,0,0,0,0.0,0.0
3806,aflibercept,0,0,[],[],,,,,,0,0,0,0.0,0.0
3807,"9-butyl-8-(3,4,5-trimethoxybenzyl)-9h-purin-6-amine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3808,"9-butyl-8-(2-chloro-3,4,5-trimethoxy-benzyl)-9h-purin-6-ylamine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3809,"9-butyl-8-(2,5-dimethoxy-benzyl)-9h-purin-6-ylamine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3810,"9-butyl-8-(2,5-dimethoxy-benzyl)-2-fluoro-9h-purin-6-ylamine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3811,sulodexide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3812,"9-(4-hydroxyphenyl)-2,7-phenanthroline",0,0,[],[],,,,,,0,0,0,0.0,0.0
3813,"2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1h-1,3-benzodiazole-5-carboximidamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3814,ebselen,0,0,[],[],,,0.0,0.4285714285714285,0.0,0,0,0,1.1338934190276817,0.0
3815,echinacea,0,0,[],[],,,,,,0,0,0,0.0,0.0
3816,sagopilone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3817,2-(2-hydroxy-phenyl)-3h-benzoimidazole-5-carboxamidine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3818,pinacidil,0,0,[],[],,,0.0,0.1428571428571428,0.0,0,0,0,0.3779644730092272,0.0
3819,suvorexant,0,0,[],[],,,0.0,0.4285714285714285,-0.1428571428571428,0,0,0,1.1338934190276817,-0.7559289460184545
3820,cra_10972,0,0,[],[],,,,,,0,0,0,0.0,0.0
3821,mazindol,0,0,[],[],,,0.0,0.7142857142857143,0.1428571428571428,0,0,0,1.8898223650461363,0.7559289460184545
3822,megestrol acetate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3823,cra_10656,0,0,[],[],,,,,,0,0,0,0.0,0.0
3824,mepivacaine,0,0,[],[],,,0.0,0.1428571428571428,0.2142857142857142,0,0,0,0.3779644730092272,1.1338934190276817
3825,5-amidino-benzimidazole,0,0,[],[],,,,,,0,0,0,0.0,0.0
3826,5-n-allyl-arginine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3827,chloramphenicol succinate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3828,"5,8-dimethoxy-1,4-dimethylquinolin-2(1h)-one",0,0,[],[],,,,,,0,0,0,0.0,0.0
3829,cannabidivarin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3830,metaraminol,0,0,[],[],,,0.0,0.1428571428571428,0.2142857142857142,0,0,0,0.3779644730092272,1.1338934190276817
3831,"4-{[5-(cyclohexyloxy)[1,2,4]triazolo[1,5-a]pyrimidin-7-yl]amino}benzenesulfonamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3832,meloxicam,0,0,[],[],,,0.0,0.1428571428571428,0.1428571428571428,0,0,0,0.3779644730092272,0.7559289460184545
3833,methoxamine,0,0,[],[],,,0.0,-0.1428571428571428,0.0714285714285714,0,0,0,-0.3779644730092272,0.3779644730092272
3834,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}benzoic acid",0,0,[],[],,,,,,0,0,0,0.0,0.0
3835,cirazoline,0,0,[],[],,,0.0,-0.4285714285714285,-0.5714285714285714,0,0,0,-1.1338934190276817,-3.023715784073818
3836,cra_17693,0,0,[],[],,,,,,0,0,0,0.0,0.0
3837,cortisone acetate,0,1,[],[4],,,,,,0,0,0,0.0,0.0
3838,zinc trihydroxide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3839,"cp-166572, 2-hydroxymethyl-4-(4-n,n-dimethylaminosulfonyl-1-piperazino)-pyrimidine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3840,8-(pyrimidin-2-ylamino)naphthalene-2-carboximidamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3841,"3,6-diamino-5-cyano-4-(4-ethoxyphenyl)thieno[2,3-b]pyridine-2-carboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3842,dirithromycin,0,0,[],[],,,0.0,0.1428571428571428,-0.0714285714285714,0,0,0,0.3779644730092272,-0.3779644730092272
3843,oxybenzone,0,0,[],[],,,0.0,-0.4285714285714285,-0.3571428571428571,0,0,0,-1.1338934190276817,-1.8898223650461363
3844,"8-(6-bromo-benzo[1,3]dioxol-5-ylsulfanyl)-9-(3-isopropylamino-propyl)-adenine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3845,cra_23653,0,0,[],[],,,,,,0,0,0,0.0,0.0
3846,"8-(2-chloro-3,4,5-trimethoxy-benzyl)-9-pent-4-ylnyl-9h-purin-6-ylamine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3847,"2-(1h-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol",0,0,[],[],,,,,,0,0,0,0.0,0.0
3848,"8-(2-chloro-3,4,5-trimethoxy-benzyl)-2-fluoro-9-pent-4-ylnyl-9h-purin-6-ylamine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3849,"n-(4-chlorophenyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3850,"8-(2,5-dimethoxy-benzyl)-2-fluoro-9h-purin-6-ylamine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3851,otilonium,0,0,[],[],,,0.0,-0.4285714285714285,-0.2142857142857142,0,0,0,-1.1338934190276817,-1.1338934190276817
3852,ormeloxifene,0,0,[],[],,,,,,0,0,0,0.0,0.0
3853,"8-(2,5-dimethoxy-benzyl)-2-fluoro-9-pent-9h-purin-6-ylamine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3854,"8,9-dichloro-2,3,4,5-tetrahydro-1h-benzo[c]azepine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3855,"3,5-diiodothyropropionic acid",0,0,[],[],,,,,,0,0,0,0.0,0.0
3856,4-nitrophenyl phosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3857,"2-amino-n-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4h-1,2,4-triazol-3-yl)sulfanyl]benzamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3858,(1r)-2-amino-1-[3-(trifluoromethyl)phenyl]ethanol,0,0,[],[],,,,,,0,0,0,0.0,0.0
3859,methaqualone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3860,eprinomectin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3861,prednisolone acetate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3862,doramectin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3863,"8-benzo[1,3]dioxol-,5-ylmethyl-9-butyl-9h-",0,0,[],[],,,,,,0,0,0,0.0,0.0
3864,n-(4-carbamimidoyl-3-choro-phenyl)-2-hydroxy-3-iodo-5-methyl-benzamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3865,irbesartan,0,0,[],[],,,0.0,0.7142857142857143,0.0,0,0,0,1.8898223650461363,0.0
3866,dipyrithione,0,0,[],[],,,,,,0,0,0,0.0,0.0
3867,cra_8696,0,0,[],[],,,,,,0,0,0,0.0,0.0
3868,diphenadione,0,0,[],[],,,,,,0,0,0,0.0,0.0
3869,7-{[(cyclohexylamino)carbonyl]amino}heptanoic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3870,olokizumab,0,0,[],[],,,,,,0,0,0,0.0,0.0
3871,balsalazide,0,0,[],[],,,0.0,0.1428571428571428,0.2142857142857142,0,0,0,0.3779644730092272,1.1338934190276817
3872,"(9s,10s)-9-(s-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",0,0,[],[],,,,,,0,0,0,0.0,0.0
3873,oleandomycin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3874,snx-5422,0,0,[],[],,,,,,0,0,0,0.0,0.0
3875,"8-benzo[1,3]dioxol-,5-ylmethyl-9-butyl-2-fluoro-9h-purin-6-ylamine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3876,n-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3877,rpr131247,0,0,[],[],,,,,,0,0,0,0.0,0.0
3878,7-ethyl-10-hydroxycamptothecin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3879,ethyl pyruvate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3880,alfuzosin,0,0,[],[],,,0.0,0.1428571428571428,0.0,0,0,0,0.3779644730092272,0.0
3881,omega-6 fatty acids,0,0,[],[],,,,,,0,0,0,0.0,0.0
3882,onapristone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3883,sr 121463,0,0,[],[],,,,,,0,0,0,0.0,0.0
3884,pipamperone,0,0,[],[],,,0.0,-0.1428571428571428,0.0714285714285714,0,0,0,-0.3779644730092272,0.3779644730092272
3885,piperine,0,0,[],[],,,0.0,-0.1428571428571428,-0.2142857142857142,0,0,0,-0.3779644730092272,-1.1338934190276817
3886,"(3s)-3-hydroxy-1-methyl-2,3-dihydro-1h-indole-5,6-dione",0,0,[],[],,,,,,0,0,0,0.0,0.0
3887,amsacrine,0,0,[],[],,,0.0,0.7142857142857143,0.0714285714285714,0,0,0,1.8898223650461363,0.3779644730092272
3888,amylamine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3889,fenebrutinib,0,0,[],[],,,,,,0,0,0,0.0,0.0
3890,bis(5-amidino-2-benzimidazolyl)methanone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3891,bis(5-amidino-2-benzimidazolyl)methane ketone hydrate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3892,mirvetuximab soravtansine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3893,dasiglucagon,0,0,[],[],,,,,,0,0,0,0.0,0.0
3894,mirtazapine,0,0,[],[],,,0.0,-0.4285714285714285,0.0,0,0,0,-1.1338934190276817,0.0
3895,bexarotene,0,0,[],[],,,0.0,0.1428571428571428,0.1428571428571428,0,0,0,0.3779644730092272,0.7559289460184545
3896,arotinoid acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3897,"1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylic acid ethyl ester",0,0,[],[],,,,,,0,0,0,0.0,0.0
3898,1-(2-amidinophenyl)-3-(phenoxyphenyl)urea,0,0,[],[],,,,,,0,0,0,0.0,0.0
3899,siponimod,0,0,[],[],,,,,,0,0,0,0.0,0.0
3900,sulfamerazine,0,0,[],[],,,0.0,0.4285714285714285,0.1428571428571428,0,0,0,1.1338934190276817,0.7559289460184545
3901,sitaxentan,0,0,[],[],,,,,,0,0,0,0.0,0.0
3902,sodium lauryl sulfate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3903,atrasentan,0,0,[],[],,,0.0,0.1428571428571428,-0.1428571428571428,0,0,0,0.3779644730092272,-0.7559289460184545
3904,tofisopam,0,0,[],[],,,0.0,-0.1428571428571428,-0.0714285714285714,0,0,0,-0.3779644730092272,-0.3779644730092272
3905,epicept np-1,0,0,[],[],,,,,,0,0,0,0.0,0.0
3906,cantharidin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3907,s-2-(boronoethyl)-l-cysteine,0,1,[],[5],,,,,,0,0,0,0.0,0.0
3908,s-(4-nitrobenzyl)glutathione,0,0,[],[],,,,,,0,0,0,0.0,0.0
3909,diethylstilbestrol,0,0,[],[],,,,,,0,0,0,0.0,0.0
3910,s-(4-bromobenzyl)cysteine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3911,dantron,0,0,[],[],,,0.0,0.4285714285714285,0.2857142857142857,0,0,0,1.1338934190276817,1.511857892036909
3912,bis(5-amidino-2-benzimidazolyl)methane ketone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3913,tirabrutinib,0,0,[],[],,,,,,0,0,0,0.0,0.0
3914,aminopterin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3915,romiplostim,0,0,[],[],,,,,,0,0,0,0.0,0.0
3916,1-{[1-(2-amino-3-phenyl-propionyl)-pyrrolidine-2-carbonyl]-amino}-2-(3-cyano-phenyl)-ethaneboronic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3917,meprednisone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3918,rose bengal,0,0,[],[],,,,,,0,0,0,0.0,0.0
3919,trimetazidine,0,0,[],[],,,0.0,0.1428571428571428,-0.0714285714285714,0,0,0,0.3779644730092272,-0.3779644730092272
3920,vecabrutinib,0,0,[],[],,,,,,0,0,0,0.0,0.0
3921,triheptanoin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3922,"s,r-warfarin alcohol",0,0,[],[],,,,,,0,0,0,0.0,0.0
3923,ferrous fumarate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3924,mersalyl,0,0,[],[],,,,,,0,0,0,0.0,0.0
3925,sulfinpyrazone,0,0,[],[],,,0.0,0.4285714285714285,0.0714285714285714,0,0,0,1.1338934190276817,0.3779644730092272
3926,ferric pyrophosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3927,bis(adenosine)-5'-pentaphosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3928,"1-ethyl-n-(phenylmethyl)-4-(tetrahydro-2h-pyran-4-ylamino)-1h-pyrazolo[3,4-b]pyridine-5-carboxamide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3929,fenoldopam,0,0,[],[],,,0.0,0.4285714285714285,0.0,0,0,0,1.1338934190276817,0.0
3930,atosiban,0,0,[],[],,,,,,0,0,0,0.0,0.0
3931,delamanid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3932,sns-032,0,0,[],[],,,,,,0,0,0,0.0,0.0
3933,bicifadine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3934,eritoran,0,0,[],[],,,,,,0,0,0,0.0,0.0
3935,mirococept,0,0,[],[],,,,,,0,0,0,0.0,0.0
3936,segesterone acetate,0,1,[],[3],,,,,,0,0,0,0.0,0.0
3937,selenium,0,0,[],[],,,,,,0,0,0,0.0,0.0
3938,4-{[1-methyl-5-(2-methyl-benzoimidazol-1-ylmethyl)-1h-benzoimidazol-2-ylmethyl]-amino}-benzamidine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3939,semaxanib,0,0,[],[],,,0.0,-0.4285714285714285,-0.1428571428571428,0,0,0,-1.1338934190276817,-0.7559289460184545
3940,"1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline",0,0,[],[],,,,,,0,0,0,0.0,0.0
3941,eletriptan,0,0,[],[],,,,,,0,0,0,0.0,0.0
3942,16-bromoepiandrosterone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3943,edoxudine,0,0,[],[],,,0.0,0.1428571428571428,0.0,0,0,0,0.3779644730092272,0.0
3944,17-methyl-17-alpha-dihydroequilenin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3945,geldanamycin,0,0,[],[],,,0.0,0.4285714285714285,0.2142857142857142,0,0,0,1.1338934190276817,1.1338934190276817
3946,umbralisib,0,0,[],[],,,,,,0,0,0,0.0,0.0
3947,cyclo-tetrametavanadate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3948,"4-[(1s,2r,5s)-4,4,8-trimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",0,0,[],[],,,,,,0,0,0,0.0,0.0
3949,quizartinib,0,0,[],[],,,0.0,0.1428571428571428,0.0,0,0,0,0.3779644730092272,0.0
3950,gadofosveset trisodium,0,0,[],[],,,,,,0,0,0,0.0,0.0
3951,"4-[(1s,2s,5s)-5-(hydroxymethyl)-6,8,9-trimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",0,0,[],[],,,,,,0,0,0,0.0,0.0
3952,gadobenic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3953,ertapenem,0,0,[],[],,,,,,0,0,0,0.0,0.0
3954,carbazole butanoic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3955,"1,2,5-thiadiazolidin-3-one-1,1-dioxide",0,0,[],[],,,,,,0,0,0,0.0,0.0
3956,salicylic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3957,emodin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3958,stavudine triphosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3959,+/-methyl 4-(aminoiminomethyl)-beta-[3- inh (aminoimino)phenyl]benzene pentanoate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3960,(4r)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,0,0,[],[],,,,,,0,0,0,0.0,0.0
3961,stearic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3962,atiprimod,0,0,[],[],,,,,,0,0,0,0.0,0.0
3963,1-(2-deoxy-5-o-phosphono-beta-d-erythro-pentofuranosyl)-4-methyl-1h-indole,0,0,[],[],,,,,,0,0,0,0.0,0.0
3964,filaminast,0,0,[],[],,,,,,0,0,0,0.0,0.0
3965,eprosartan,0,0,[],[],,,0.0,0.4285714285714285,-0.0714285714285714,0,0,0,1.1338934190276817,-0.3779644730092272
3966,"{4-[2,2-bis(5-methyl-1,2,4-oxadiazol-3-yl)-3-phenylpropyl]phenyl}sulfamic acid",0,0,[],[],,,,,,0,0,0,0.0,0.0
3967,trapidil,0,0,[],[],,,0.0,0.4285714285714285,0.4285714285714285,0,0,0,1.1338934190276817,2.2677868380553634
3968,spp 301,0,0,[],[],,,,,,0,0,0,0.0,0.0
3969,apraclonidine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3970,1-hexadecanosulfonic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
3971,sr-9009,0,0,[],[],,,,,,0,0,0,0.0,0.0
3972,sr-9011,0,0,[],[],,,,,,0,0,0,0.0,0.0
3973,canfosfamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
3974,ertugliflozin,0,0,[],[],,,,,,0,0,0,0.0,0.0
3975,daxalipram,0,0,[],[],,,,,,0,0,0,0.0,0.0
3976,anatibant,0,0,[],[],,,,,,0,0,0,0.0,0.0
3977,sulfamethazine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3978,mitoxantrone,0,0,[],[],,,0.0,-0.7142857142857143,-0.0714285714285714,0,0,0,-1.8898223650461363,-0.3779644730092272
3979,"[n-[n-(4-methoxy-2,3,6-trimethylphenylsulfonyl)-l-aspartyl]-d-(4-amidino-phenylalanyl)]-piperidine",0,0,[],[],,,,,,0,0,0,0.0,0.0
3980,orlistat,0,0,[],[],,,0.0,0.4285714285714285,0.1428571428571428,0,0,0,1.1338934190276817,0.7559289460184545
3981,benzo[b]thiophene-2-carboxamidine,0,0,[],[],,,,,,0,0,0,0.0,0.0
3982,"(9alpha,13beta,17beta)-2-[(1z)-but-1-en-1-yl]estra-1,3,5(10)-triene-3,17-diol",0,0,[],[],,,,,,0,0,0,0.0,0.0
3983,oxetacaine,0,0,[],[],,,0.0,-0.7142857142857143,-0.1428571428571428,0,0,0,-1.8898223650461363,-0.7559289460184545
3984,tedizolid,0,0,[],[],,,0.0,0.1428571428571428,0.1428571428571428,0,0,0,0.3779644730092272,0.7559289460184545
3985,"3,4-dihydro-2h-pyrrolium-5-carboxylate",0,0,[],[],,,,,,0,0,0,0.0,0.0
3986,3'-deoxy 3'-amino adenosine-5'-diphosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3987,p1-(adenosine-5'-p5-(uridine-5')pentaphosphate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3988,technetium tc-99m oxidronate,0,0,[],[],,,,,,0,0,0,0.0,0.0
3989,acetylleucyl-leucyl-norleucinal,0,0,[],[],,,,,,0,0,0,0.0,0.0
3990,2-{[2-oxo-2-(1-piperidinyl)ethyl]sulfanyl}-6-(trifluoromethyl)-4(1h)-pyrimidinone,0,0,[],[],,,,,,0,0,0,0.0,0.0
3991,ph-284,0,0,[],[],,,,,,0,0,0,0.0,0.0
3992,certolizumab pegol,0,0,[],[],,,,,,0,0,0,0.0,0.0
3993,n-alpha-(2-naphthylsulfonyl)-n(3-amidino-l-phenylalaninyl)isopipecolinic acid methyl ester,0,0,[],[],,,,,,0,0,0,0.0,0.0
3994,"2-methyl-3,5,7,8-tetrahydro-4h-thiopyrano[4,3-d]pyrimidin-4-one",0,0,[],[],,,,,,0,0,0,0.0,0.0
3995,ciglitazone,0,0,[],[],,,0.0,-0.4285714285714285,-0.2142857142857142,0,0,0,-1.1338934190276817,-1.1338934190276817
3996,3-carboxy-4-methyl-5-propyl-2-furanpropionic,0,0,[],[],,,,,,0,0,0,0.0,0.0
3997,isocarboxazid,0,1,[],[5],,,0.0,0.4285714285714285,0.2857142857142857,0,0,0,1.1338934190276817,1.511857892036909
3998,cabergoline,0,0,[],[],,,0.0,-0.7142857142857143,-0.4285714285714285,0,0,0,-1.8898223650461363,-2.2677868380553634
3999,"(9beta,11alpha,13alpha,14beta,17alpha)-11-(methoxymethyl)estra-1(10),2,4-triene-3,17-diol",0,0,[],[],,,,,,0,0,0,0.0,0.0
4000,ysil6,0,0,[],[],,,,,,0,0,0,0.0,0.0
4001,antithymocyte immunoglobulin (rabbit),0,1,[],[4],,,,,,0,0,0,0.0,0.0
4002,ciltacabtagene autoleucel,0,0,[],[],,,,,,0,0,0,0.0,0.0
4003,"3-{5-[amino(iminio)methyl]-1h-indol-2-yl}-5-methoxy-1,1'-biphenyl-2-olate",0,0,[],[],,,,,,0,0,0,0.0,0.0
4004,[(4-{4-[4-(difluoro-phosphono-methyl)-phenyl]-butyl}-phenyl)-difluoro-methyl]-phosphonic acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
4005,lancovutide,0,0,[],[],,,,,,0,0,0,0.0,0.0
4006,chlorhexidine,0,0,[],[],,,0.0,0.1428571428571428,0.0,0,0,0,0.3779644730092272,0.0
4007,labradimil,0,0,[],[],,,,,,0,0,0,0.0,0.0
4008,labetuzumab,0,0,[],[],,,,,,0,0,0,0.0,0.0
4009,labetalol,0,0,[],[],,,0.0,0.1428571428571428,0.0,0,0,0,0.3779644730092272,0.0
4010,ly374571,0,0,[],[],,,,,,0,0,0,0.0,0.0
4011,ly249543,0,0,[],[],,,,,,0,0,0,0.0,0.0
4012,cra_9678,0,0,[],[],,,,,,0,0,0,0.0,0.0
4013,cra_9076,0,0,[],[],,,,,,0,0,0,0.0,0.0
4014,3-phospho-d-glyceric acid,0,0,[],[],,,,,,0,0,0,0.0,0.0
4015,nadh,0,0,[],[],,,,,,0,0,0,0.0,0.0
4016,lutein,0,0,[],[],,,,,,0,0,0,0.0,0.0
4017,3-chloro-2-(4-hydroxyphenyl)-2h-indazol-5-ol,0,0,[],[],,,,,,0,0,0,0.0,0.0
4018,octreotide,0,0,[],[],,,,,,0,0,0,0.0,0.0
4019,irosustat,0,0,[],[],,,,,,0,0,0,0.0,0.0
4020,olaratumab,0,0,[],[],,,,,,0,0,0,0.0,0.0
4021,iodipamide,0,0,[],[],,,,,,0,0,0,0.0,0.0
4022,nirmatrelvir,0,0,[],[],,,,,,0,0,0,0.0,0.0
4023,lomerizine,0,0,[],[],,,0.0,-0.4285714285714285,-0.4285714285714285,0,0,0,-1.1338934190276817,-2.2677868380553634
4024,choriogonadotropin alfa,0,1,[],[5],,,,,,0,0,0,0.0,0.0
4025,"3-({[(3s)-3,4-dihydroxybutyl]oxy}amino)-1h,2'h-2,3'-biindol-2'-one",0,0,[],[],,,,,,0,0,0,0.0,0.0
4026,triamcinolone,0,0,[],[],,,0.0,0.1428571428571428,-0.2142857142857142,0,0,0,0.3779644730092272,-1.1338934190276817
4027,s-hexylglutathione,0,0,[],[],,,,,,0,0,0,0.0,0.0
4028,s-nonyl-cysteine,0,0,[],[],,,,,,0,0,0,0.0,0.0
4029,daprodustat,0,0,[],[],,,,,,0,0,0,0.0,0.0
4030,morphine,0,0,[],[],,,,,,0,0,0,0.0,0.0
4031,s-adenosyl-l-homocysteine,0,0,[],[],,,,,,0,0,0,0.0,0.0
4032,s-oxy-l-cysteine,0,0,[],[],,,,,,0,0,0,0.0,0.0
4033,ezogabine,0,0,[],[],,,,,,0,0,0,0.0,0.0
4034,ezatiostat,0,0,[],[],,,,,,0,0,0,0.0,0.0
4035,metacycline,0,0,[],[],,,0.0,-0.7142857142857143,0.0,0,0,0,-1.8898223650461363,0.0
4036,travoprost,0,0,[],[],,,0.0,0.1428571428571428,0.1428571428571428,0,0,0,0.3779644730092272,0.7559289460184545
4037,evobrutinib,0,0,[],[],,,,,,0,0,0,0.0,0.0
4038,sb-559448,0,0,[],[],,,,,,0,0,0,0.0,0.0
4039,carbetocin,0,0,[],[],,,0.0,-0.7142857142857143,-0.2142857142857142,0,0,0,-1.8898223650461363,-1.1338934190276817
4040,terpinen-4-ol,0,0,[],[],,,,,,0,0,0,0.0,0.0
4041,mocetinostat,0,0,[],[],,,0.0,0.1428571428571428,-0.0714285714285714,0,0,0,0.3779644730092272,-0.3779644730092272
4042,darusentan,0,0,[],[],,,,,,0,0,0,0.0,0.0
4043,etiprednol dicloacetate,0,1,[],[5],,,,,,0,0,0,0.0,0.0
4044,ethynodiol diacetate,0,0,[],[],,,,,,0,0,0,0.0,0.0
4045,s-ethyl-n-[4-(trifluoromethyl)phenyl]isothiourea,0,0,[],[],,,,,,0,0,0,0.0,0.0
4046,tixocortol,0,0,[],[],,,,,,0,0,0,0.0,0.0
4047,"2-(oxalyl-amino)-4,7-dihydro-5h-thieno[2,3-c]pyran-3-carboxylic acid",0,0,[],[],,,,,,0,0,0,0.0,0.0
4048,"4-(6-hydroxy-1h-indazol-3-yl)benzene-1,3-diol",0,0,[],[],,,,,,0,0,0,0.0,0.0
4049,lomitapide,0,0,[],[],,,0.0,0.4285714285714285,0.0,0,0,0,1.1338934190276817,0.0
4050,loncastuximab tesirine,0,0,[],[],,,,,,0,0,0,0.0,0.0
4051,6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1h-benzoimidazole-5-carboxamidine,0,0,[],[],,,,,,0,0,0,0.0,0.0
4052,jnj-37822681,0,0,[],[],,,,,,0,0,0,0.0,0.0
