,GeneId,aging_mechanisms,criteria,confidence,aging_mechanisms_group
1559,MC4R,other,"[""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'""]",5,other
1560,MCL1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1561,MCM4,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
1562,MCM7,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
1563,MCTS1,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
1564,MDC1,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
1565,MDH2,'accumulation of reactive oxygen species',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Mitochondrial dysfunction
1566,MDM2,'transcriptional alterations',"[""'Association of the gene with accelerated aging in humans'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity enhance age-related deterioration'""]",5,Epigenetic alterations
1567,MDM2,'degradation of proteolytic systems',"[""'Association of the gene with accelerated aging in humans'"", ""'Age-related changes in gene expression, methylation or protein activity'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity enhance age-related deterioration'""]",5,Loss of proteostasis
1568,ME1,'accumulation of reactive oxygen species',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Mitochondrial dysfunction
1569,ME3,'accumulation of reactive oxygen species',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'"", ""'Changes in gene activity protect against age-related impairment'""]",4,Mitochondrial dysfunction
1570,MED16,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
1571,MED21,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
1572,MED21,'stem cell exhaustion',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Exhaustion of stem cells
1573,MED28,'stem cell exhaustion',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Exhaustion of stem cells
1574,MEGF8,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1575,METTL1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1576,MFAP3L,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1577,MFHAS1,'sterile inflammation',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Altered intercellular communication
1578,MGAT4A,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1579,MGAT5,other,"[""'Changes in gene activity reduce mammalian lifespan'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Changes in gene activity protect against age-related impairment'""]",4,other
1580,MGP,'changes in the extracellular matrix structure',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Changes in the extracellular matrix structure
1581,MGST1,'accumulation of reactive oxygen species',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Mitochondrial dysfunction
1582,MGST2,'accumulation of reactive oxygen species',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Mitochondrial dysfunction
1583,MICA,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
1584,MICB,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1585,MICOS13,'impairment of the mitochondrial integrity and biogenesis',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Mitochondrial dysfunction
1586,MID1IP1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1587,MID2,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1588,MIER2,'alterations in histone modifications',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
1589,MIER2,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
1590,MIF,'senescent cells accumulation',"[""'Changes in gene activity extend mammalian lifespan'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",2,Cell senescence
1591,MIF,'sterile inflammation',"[""'Changes in gene activity extend mammalian lifespan'"", ""'Regulation of genes associated with aging'"", ""'Changes in gene activity protect against age-related impairment'"", ""'Changes in gene activity enhance age-related deterioration'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",2,Altered intercellular communication
1592,MIPEP,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
1593,MKKS,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1594,MKRN1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1595,MLC1,other,"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,other
1596,MLF1,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
1597,MLH1,'nuclear DNA instability',"[""'Association of genetic variants and gene expression levels with longevity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",4,Genomic instability
1598,MLH3,'nuclear DNA instability',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Genomic instability
1599,MLXIP,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
1600,MMP1,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
1601,MMP1,'changes in the extracellular matrix structure',"[""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Changes in the extracellular matrix structure
1602,MMP12,'transcriptional alterations',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Epigenetic alterations
1603,MMP12,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
1604,MMP12,'changes in the extracellular matrix structure',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Changes in the extracellular matrix structure
1605,MMP13,'degradation of proteolytic systems',"[""'Age-related changes in gene expression, methylation or protein activity'"", ""'Age-related changes in gene expression, methylation or protein activity in humans'""]",5,Loss of proteostasis
